,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86
b3984,PROKKA_03955,PROKKA_02436,PROKKA_03124,PROKKA_03876,PROKKA_04148,PROKKA_02335,PROKKA_02066,PROKKA_01138,PROKKA_00453,PROKKA_03059,PROKKA_04076,PROKKA_02932,PROKKA_03613,PROKKA_00427
b3343,PROKKA_03182,PROKKA_01744,PROKKA_02325,PROKKA_03104,PROKKA_03423,PROKKA_03077,PROKKA_02792,PROKKA_00358,PROKKA_01168,PROKKA_02330,PROKKA_04722,PROKKA_02214,PROKKA_02824,PROKKA_01149
b2825,PROKKA_02599,PROKKA_01188,PROKKA_01687,PROKKA_02444,PROKKA_02863,PROKKA_03714,PROKKA_03359,PROKKA_05140,PROKKA_01719,PROKKA_01688,PROKKA_05470,PROKKA_01641,PROKKA_02266,PROKKA_01827
b3583,PROKKA_03474,PROKKA_02001,PROKKA_02585,PROKKA_03385,PROKKA_03680,PROKKA_02801,PROKKA_02516,PROKKA_00626,PROKKA_00904,PROKKA_02601,PROKKA_04425,PROKKA_02488,PROKKA_03084,PROKKA_00882
b1733,PROKKA_01386,PROKKA_00056,PROKKA_00399,PROKKA_01249,PROKKA_01721,PROKKA_04930,PROKKA_04555,PROKKA_03574,PROKKA_02944,PROKKA_00394,PROKKA_01905,PROKKA_00385,PROKKA_01107,PROKKA_03062
b0382,PROKKA_04871,PROKKA_03354,PROKKA_04067,PROKKA_04828,PROKKA_00208,PROKKA_01347,PROKKA_01135,PROKKA_02139,PROKKA_04275,PROKKA_04099,PROKKA_00096,PROKKA_03901,PROKKA_04615,PROKKA_04518
b2567,PROKKA_02328,PROKKA_00953,PROKKA_01355,PROKKA_02173,PROKKA_02605,PROKKA_03981,PROKKA_03647,PROKKA_04721,PROKKA_02004,PROKKA_01432,PROKKA_02973,PROKKA_01362,PROKKA_02001,PROKKA_02120
b0461,PROKKA_04953,PROKKA_03436,PROKKA_04148,PROKKA_04916,PROKKA_00291,PROKKA_01263,PROKKA_01051,PROKKA_02222,PROKKA_04195,PROKKA_04180,PROKKA_00181,PROKKA_03986,PROKKA_04694,PROKKA_04436
b2151,PROKKA_01920,PROKKA_00509,PROKKA_00952,PROKKA_01737,PROKKA_02198,PROKKA_04379,PROKKA_04038,PROKKA_04183,PROKKA_02447,PROKKA_00986,PROKKA_02481,PROKKA_00966,PROKKA_01614,PROKKA_02522
b4705,PROKKA_00314,PROKKA_03778,PROKKA_04500,PROKKA_00079,PROKKA_00712,PROKKA_00937,PROKKA_00714,PROKKA_02567,PROKKA_03867,PROKKA_04498,PROKKA_00705,PROKKA_04312,PROKKA_00051,PROKKA_04101
b2017,PROKKA_01726,PROKKA_00356,PROKKA_00812,PROKKA_01560,PROKKA_02061,PROKKA_04524,PROKKA_04191,PROKKA_04041,PROKKA_02586,PROKKA_00842,PROKKA_02308,PROKKA_00820,PROKKA_01469,PROKKA_02670
b3383,PROKKA_03217,PROKKA_01779,PROKKA_02361,PROKKA_03143,PROKKA_03465,PROKKA_03042,PROKKA_02757,PROKKA_00394,PROKKA_01133,PROKKA_02367,PROKKA_04681,PROKKA_02250,PROKKA_02860,PROKKA_01112
b4102,PROKKA_04084,PROKKA_02565,PROKKA_03282,PROKKA_04024,PROKKA_04283,PROKKA_02173,PROKKA_01919,PROKKA_01291,PROKKA_00294,PROKKA_03218,PROKKA_03899,PROKKA_03087,PROKKA_03765,PROKKA_00189
b2506,PROKKA_02254,PROKKA_00887,PROKKA_01289,PROKKA_02097,PROKKA_02535,PROKKA_04047,PROKKA_03712,PROKKA_04636,PROKKA_02126,PROKKA_01315,PROKKA_02890,PROKKA_01293,PROKKA_01935,PROKKA_02187
b1033,PROKKA_00524,PROKKA_04001,PROKKA_04817,PROKKA_00377,PROKKA_01001,PROKKA_00600,PROKKA_00513,PROKKA_02769,PROKKA_03664,PROKKA_04699,PROKKA_01005,PROKKA_04643,PROKKA_00394,PROKKA_03790
b2500,PROKKA_02247,PROKKA_00880,PROKKA_01282,PROKKA_02088,PROKKA_02528,PROKKA_04054,PROKKA_03720,PROKKA_04628,PROKKA_02134,PROKKA_01308,PROKKA_02882,PROKKA_01286,PROKKA_01927,PROKKA_02194
b2678,PROKKA_02441,PROKKA_01035,PROKKA_01491,PROKKA_02262,PROKKA_02713,PROKKA_03903,PROKKA_03553,PROKKA_05335,PROKKA_01930,PROKKA_01508,PROKKA_05646,PROKKA_01444,PROKKA_02083,PROKKA_02033
b3822,PROKKA_03738,PROKKA_02258,PROKKA_02929,PROKKA_03686,PROKKA_03963,PROKKA_02539,PROKKA_02270,PROKKA_00884,PROKKA_00654,PROKKA_02859,PROKKA_05786,PROKKA_02736,PROKKA_03374,PROKKA_00626
b0785,PROKKA_00281,PROKKA_03745,PROKKA_04469,PROKKA_00047,PROKKA_00676,PROKKA_00968,PROKKA_00745,PROKKA_02532,PROKKA_03898,PROKKA_04467,PROKKA_00553,PROKKA_04278,PROKKA_00019,PROKKA_04134
b3086,PROKKA_02938,PROKKA_01495,PROKKA_02065,PROKKA_02839,PROKKA_03152,PROKKA_03343,PROKKA_03052,PROKKA_00088,PROKKA_01428,PROKKA_02071,PROKKA_04999,PROKKA_01948,PROKKA_02563,PROKKA_01423
b1584,PROKKA_01225,PROKKA_04534,PROKKA_00240,PROKKA_01065,PROKKA_01556,PROKKA_05093,PROKKA_04711,PROKKA_03414,PROKKA_03096,PROKKA_00238,PROKKA_01724,PROKKA_00229,PROKKA_00945,PROKKA_03222
b1816,PROKKA_01470,PROKKA_00133,PROKKA_00480,PROKKA_01344,PROKKA_01800,PROKKA_04846,PROKKA_04472,PROKKA_03660,PROKKA_02865,PROKKA_00475,PROKKA_01996,PROKKA_00466,PROKKA_01187,PROKKA_02967
b3895,PROKKA_03824,PROKKA_02339,PROKKA_03031,PROKKA_03774,PROKKA_04052,PROKKA_02432,PROKKA_02175,PROKKA_00997,PROKKA_00551,PROKKA_02962,PROKKA_05907,PROKKA_02836,PROKKA_03474,PROKKA_00524
b3474,PROKKA_03313,PROKKA_01874,PROKKA_02454,PROKKA_03244,PROKKA_03562,PROKKA_02937,PROKKA_02654,PROKKA_00498,PROKKA_01035,PROKKA_02471,PROKKA_04575,PROKKA_02359,PROKKA_02957,PROKKA_01006
b3860,PROKKA_03775,PROKKA_02295,PROKKA_02986,PROKKA_03724,PROKKA_04001,PROKKA_02477,PROKKA_02218,PROKKA_00945,PROKKA_00595,PROKKA_02918,PROKKA_05853,PROKKA_02791,PROKKA_03433,PROKKA_00565
b0931,PROKKA_00442,PROKKA_03898,PROKKA_04731,PROKKA_00264,PROKKA_00894,PROKKA_00821,PROKKA_00592,PROKKA_02684,PROKKA_03750,PROKKA_04614,PROKKA_00906,PROKKA_04436,PROKKA_00242,PROKKA_03972
b2702,PROKKA_02467,PROKKA_01060,PROKKA_01518,PROKKA_02288,PROKKA_02738,PROKKA_03874,PROKKA_03527,PROKKA_05309,PROKKA_01904,PROKKA_01537,PROKKA_05620,PROKKA_01470,PROKKA_02109,PROKKA_02007
b0329,PROKKA_04825,PROKKA_03310,PROKKA_04030,PROKKA_04777,PROKKA_00158,PROKKA_01383,PROKKA_01170,PROKKA_02106,PROKKA_04305,PROKKA_04066,PROKKA_00038,PROKKA_03867,PROKKA_04582,PROKKA_04556
b0757,PROKKA_00251,PROKKA_03716,PROKKA_04440,PROKKA_00016,PROKKA_00646,PROKKA_00999,PROKKA_00775,PROKKA_02500,PROKKA_03927,PROKKA_04437,PROKKA_00519,PROKKA_04247,PROKKA_04951,PROKKA_04164
b0479,PROKKA_04972,PROKKA_03456,PROKKA_04167,PROKKA_04935,PROKKA_00310,PROKKA_01242,PROKKA_01032,PROKKA_02241,PROKKA_04176,PROKKA_04200,PROKKA_00203,PROKKA_04005,PROKKA_04713,PROKKA_04414
b2698,PROKKA_02463,PROKKA_01056,PROKKA_01513,PROKKA_02283,PROKKA_02734,PROKKA_03878,PROKKA_03531,PROKKA_05313,PROKKA_01908,PROKKA_01533,PROKKA_05624,PROKKA_01466,PROKKA_02105,PROKKA_02012
b0852,PROKKA_00357,PROKKA_03817,PROKKA_04537,PROKKA_00139,PROKKA_00754,PROKKA_00902,PROKKA_00677,PROKKA_02603,PROKKA_03830,PROKKA_04534,PROKKA_00759,PROKKA_04348,PROKKA_00132,PROKKA_04065
b4181,PROKKA_04214,PROKKA_02649,PROKKA_03376,PROKKA_04111,PROKKA_04371,PROKKA_02091,PROKKA_01837,PROKKA_01459,PROKKA_00203,PROKKA_03407,PROKKA_03734,PROKKA_03169,PROKKA_03955,PROKKA_00106
b3407,PROKKA_03241,PROKKA_01804,PROKKA_02386,PROKKA_03169,PROKKA_03492,PROKKA_03015,PROKKA_02731,PROKKA_00419,PROKKA_01108,PROKKA_02393,PROKKA_04652,PROKKA_02276,PROKKA_02884,PROKKA_01087
b1992,PROKKA_01665,PROKKA_00331,PROKKA_00743,PROKKA_01531,PROKKA_02010,PROKKA_04584,PROKKA_04227,PROKKA_03976,PROKKA_02645,PROKKA_00784,PROKKA_02196,PROKKA_00785,PROKKA_01432,PROKKA_02732
b2992,PROKKA_02837,PROKKA_01406,PROKKA_01958,PROKKA_02739,PROKKA_03249,PROKKA_03453,PROKKA_03157,PROKKA_04815,PROKKA_01533,PROKKA_01961,PROKKA_05168,PROKKA_01830,PROKKA_02455,PROKKA_01542
b2422,PROKKA_02177,PROKKA_00803,PROKKA_01223,PROKKA_02006,PROKKA_02452,PROKKA_04112,PROKKA_03778,PROKKA_04569,PROKKA_02192,PROKKA_01251,PROKKA_02807,PROKKA_01228,PROKKA_01870,PROKKA_02254
b1817,PROKKA_01473,PROKKA_00136,PROKKA_00481,PROKKA_01347,PROKKA_01803,PROKKA_04843,PROKKA_04471,PROKKA_03663,PROKKA_02863,PROKKA_00477,PROKKA_01998,PROKKA_00468,PROKKA_01188,PROKKA_02966
b3730,PROKKA_03644,PROKKA_02162,PROKKA_02834,PROKKA_03583,PROKKA_03862,PROKKA_02635,PROKKA_02368,PROKKA_00783,PROKKA_00754,PROKKA_02765,PROKKA_04125,PROKKA_02634,PROKKA_03278,PROKKA_00721
b1521,PROKKA_01135,PROKKA_04464,PROKKA_00213,PROKKA_00982,PROKKA_01518,PROKKA_05127,PROKKA_04805,PROKKA_03381,PROKKA_03121,PROKKA_00206,PROKKA_01612,PROKKA_00139,PROKKA_00913,PROKKA_03252
b0399,PROKKA_04888,PROKKA_03369,PROKKA_04083,PROKKA_04844,PROKKA_00224,PROKKA_01331,PROKKA_01119,PROKKA_02156,PROKKA_04259,PROKKA_04115,PROKKA_00113,PROKKA_03917,PROKKA_04631,PROKKA_04501
b4244,PROKKA_04278,PROKKA_02719,PROKKA_03447,PROKKA_04186,PROKKA_04435,PROKKA_02018,PROKKA_01767,PROKKA_01521,PROKKA_00133,PROKKA_03338,PROKKA_03658,PROKKA_03241,PROKKA_04026,PROKKA_00037
b3755,PROKKA_03670,PROKKA_02189,PROKKA_02861,PROKKA_03610,PROKKA_03889,PROKKA_02609,PROKKA_02342,PROKKA_00809,PROKKA_00728,PROKKA_02791,PROKKA_04097,PROKKA_02661,PROKKA_03305,PROKKA_00695
b4209,PROKKA_04245,PROKKA_02685,PROKKA_03412,PROKKA_04150,PROKKA_04400,PROKKA_02053,PROKKA_01802,PROKKA_01488,PROKKA_00166,PROKKA_03371,PROKKA_03698,PROKKA_03208,PROKKA_03991,PROKKA_00069
b0861,PROKKA_00370,PROKKA_03826,PROKKA_04546,PROKKA_00149,PROKKA_00763,PROKKA_00893,PROKKA_00667,PROKKA_02612,PROKKA_03821,PROKKA_04543,PROKKA_00770,PROKKA_04357,PROKKA_00141,PROKKA_04056
b3746,PROKKA_03661,PROKKA_02179,PROKKA_02851,PROKKA_03600,PROKKA_03879,PROKKA_02618,PROKKA_02351,PROKKA_00800,PROKKA_00737,PROKKA_02782,PROKKA_04107,PROKKA_02651,PROKKA_03295,PROKKA_00704
b0812,PROKKA_00308,PROKKA_03774,PROKKA_04496,PROKKA_00074,PROKKA_00708,PROKKA_00941,PROKKA_00718,PROKKA_02563,PROKKA_03871,PROKKA_04494,PROKKA_00699,PROKKA_04308,PROKKA_00047,PROKKA_04105
b4149,PROKKA_04183,PROKKA_02617,PROKKA_03344,PROKKA_04081,PROKKA_04336,PROKKA_02121,PROKKA_01868,PROKKA_01421,PROKKA_00235,PROKKA_03437,PROKKA_03769,PROKKA_03138,PROKKA_03925,PROKKA_00136
b0404,PROKKA_04894,PROKKA_03374,PROKKA_04088,PROKKA_04851,PROKKA_00230,PROKKA_01323,PROKKA_01113,PROKKA_02161,PROKKA_04254,PROKKA_04120,PROKKA_00119,PROKKA_03923,PROKKA_04636,PROKKA_04495
b2803,PROKKA_02575,PROKKA_01164,PROKKA_01626,PROKKA_02412,PROKKA_02839,PROKKA_03767,PROKKA_03418,PROKKA_05194,PROKKA_01773,PROKKA_01640,PROKKA_05505,PROKKA_01586,PROKKA_02215,PROKKA_01881
b3053,PROKKA_02903,PROKKA_01463,PROKKA_02032,PROKKA_02801,PROKKA_03184,PROKKA_03377,PROKKA_03086,PROKKA_00056,PROKKA_01461,PROKKA_02037,PROKKA_05105,PROKKA_01914,PROKKA_02531,PROKKA_01458
b0713,PROKKA_00197,PROKKA_03670,PROKKA_04388,PROKKA_05192,PROKKA_00599,PROKKA_01041,PROKKA_00818,PROKKA_02459,PROKKA_03970,PROKKA_04395,PROKKA_00438,PROKKA_04206,PROKKA_04913,PROKKA_04207
b0084,PROKKA_04517,PROKKA_03012,PROKKA_03759,PROKKA_04448,PROKKA_04711,PROKKA_01764,PROKKA_01467,PROKKA_01803,PROKKA_04637,PROKKA_03752,PROKKA_03332,PROKKA_03502,PROKKA_04262,PROKKA_04811
b4105,PROKKA_04086,PROKKA_02567,PROKKA_03285,PROKKA_04027,PROKKA_04285,PROKKA_02171,PROKKA_01917,PROKKA_01293,PROKKA_00292,PROKKA_03220,PROKKA_03897,PROKKA_03089,PROKKA_03767,PROKKA_00187
b1822,PROKKA_01478,PROKKA_00141,PROKKA_00486,PROKKA_01352,PROKKA_01808,PROKKA_04838,PROKKA_04466,PROKKA_03668,PROKKA_02857,PROKKA_00482,PROKKA_02005,PROKKA_00473,PROKKA_01193,PROKKA_02961
b3581,PROKKA_03472,PROKKA_01999,PROKKA_02583,PROKKA_03383,PROKKA_03678,PROKKA_02803,PROKKA_02518,PROKKA_00624,PROKKA_00906,PROKKA_02599,PROKKA_04427,PROKKA_02486,PROKKA_03082,PROKKA_00884
b2667,PROKKA_02428,PROKKA_01024,PROKKA_01480,PROKKA_02251,PROKKA_02702,PROKKA_03918,PROKKA_03566,PROKKA_05348,PROKKA_01941,PROKKA_01495,PROKKA_05659,PROKKA_01431,PROKKA_02070,PROKKA_02047
b0405,PROKKA_04895,PROKKA_03375,PROKKA_04089,PROKKA_04852,PROKKA_00231,PROKKA_01322,PROKKA_01112,PROKKA_02162,PROKKA_04253,PROKKA_04121,PROKKA_00120,PROKKA_03925,PROKKA_04637,PROKKA_04494
b1613,PROKKA_01254,PROKKA_04563,PROKKA_00270,PROKKA_01104,PROKKA_01586,PROKKA_05061,PROKKA_04684,PROKKA_03445,PROKKA_03070,PROKKA_00267,PROKKA_01761,PROKKA_00259,PROKKA_00976,PROKKA_03197
b0792,PROKKA_00288,PROKKA_03754,PROKKA_04476,PROKKA_00054,PROKKA_00685,PROKKA_00961,PROKKA_00738,PROKKA_02539,PROKKA_03891,PROKKA_04474,PROKKA_00561,PROKKA_04285,PROKKA_00026,PROKKA_04127
b2185,PROKKA_01956,PROKKA_00544,PROKKA_00986,PROKKA_01777,PROKKA_02235,PROKKA_04344,PROKKA_04002,PROKKA_04217,PROKKA_02412,PROKKA_01020,PROKKA_02526,PROKKA_01003,PROKKA_01649,PROKKA_02486
b1812,PROKKA_01466,PROKKA_00129,PROKKA_00476,PROKKA_01340,PROKKA_01796,PROKKA_04851,PROKKA_04476,PROKKA_03656,PROKKA_02869,PROKKA_00471,PROKKA_01992,PROKKA_00462,PROKKA_01183,PROKKA_02971
b1766,PROKKA_01418,PROKKA_00089,PROKKA_00431,PROKKA_01285,PROKKA_01754,PROKKA_04895,PROKKA_04518,PROKKA_03608,PROKKA_02912,PROKKA_00429,PROKKA_01941,PROKKA_00417,PROKKA_01140,PROKKA_03021
b2231,PROKKA_02002,PROKKA_00583,PROKKA_01036,PROKKA_01820,PROKKA_02275,PROKKA_04293,PROKKA_03954,PROKKA_04335,PROKKA_02364,PROKKA_01071,PROKKA_02594,PROKKA_01051,PROKKA_01697,PROKKA_02437
b0807,PROKKA_00303,PROKKA_03769,PROKKA_04491,PROKKA_00069,PROKKA_00703,PROKKA_00946,PROKKA_00723,PROKKA_02558,PROKKA_03876,PROKKA_04489,PROKKA_00578,PROKKA_04303,PROKKA_00042,PROKKA_04110
b1866,PROKKA_01528,PROKKA_00191,PROKKA_00536,PROKKA_01403,PROKKA_01858,PROKKA_04788,PROKKA_04411,PROKKA_03716,PROKKA_02808,PROKKA_00532,PROKKA_02059,PROKKA_00525,PROKKA_01240,PROKKA_02910
b0009,PROKKA_04439,PROKKA_02934,PROKKA_03672,PROKKA_04365,PROKKA_04619,PROKKA_01847,PROKKA_01550,PROKKA_01724,PROKKA_04723,PROKKA_03672,PROKKA_03425,PROKKA_03419,PROKKA_04182,PROKKA_04891
b2807,PROKKA_02579,PROKKA_01168,PROKKA_01630,PROKKA_02416,PROKKA_02843,PROKKA_03763,PROKKA_03414,PROKKA_05190,PROKKA_01769,PROKKA_01644,PROKKA_05500,PROKKA_01590,PROKKA_02219,PROKKA_01877
b0994,PROKKA_00493,PROKKA_03962,PROKKA_04781,PROKKA_00334,PROKKA_00962,PROKKA_00770,PROKKA_00540,PROKKA_02734,PROKKA_03699,PROKKA_04663,PROKKA_06033,PROKKA_04487,PROKKA_00292,PROKKA_03923
b4015,PROKKA_03990,PROKKA_02472,PROKKA_03158,PROKKA_03913,PROKKA_04185,PROKKA_02300,PROKKA_02030,PROKKA_01173,PROKKA_00417,PROKKA_03094,PROKKA_04039,PROKKA_02969,PROKKA_03648,PROKKA_00392
b3922,PROKKA_03888,PROKKA_02366,PROKKA_03055,PROKKA_03804,PROKKA_04079,PROKKA_02409,PROKKA_02145,PROKKA_01064,PROKKA_00520,PROKKA_02986,PROKKA_05941,PROKKA_02860,PROKKA_03541,PROKKA_00501
b0045,PROKKA_04477,PROKKA_02973,PROKKA_03712,PROKKA_04406,PROKKA_04658,PROKKA_01807,PROKKA_01512,PROKKA_01761,PROKKA_04682,PROKKA_03710,PROKKA_03376,PROKKA_03459,PROKKA_04219,PROKKA_04853
b3687,PROKKA_03598,PROKKA_02114,PROKKA_02790,PROKKA_03530,PROKKA_03815,PROKKA_02677,PROKKA_02411,PROKKA_00741,PROKKA_00797,PROKKA_02723,PROKKA_04176,PROKKA_02592,PROKKA_03233,PROKKA_00765
b2997,PROKKA_02842,PROKKA_01411,PROKKA_01963,PROKKA_02745,PROKKA_03244,PROKKA_03448,PROKKA_03152,PROKKA_04810,PROKKA_01528,PROKKA_01966,PROKKA_05163,PROKKA_01835,PROKKA_02460,PROKKA_01536
b0864,PROKKA_00373,PROKKA_03829,PROKKA_04549,PROKKA_00152,PROKKA_00766,PROKKA_00890,PROKKA_00664,PROKKA_02615,PROKKA_03818,PROKKA_04546,PROKKA_00773,PROKKA_04360,PROKKA_00144,PROKKA_04053
b1912,PROKKA_01571,PROKKA_00248,PROKKA_00644,PROKKA_01446,PROKKA_01914,PROKKA_04744,PROKKA_04368,PROKKA_03851,PROKKA_02764,PROKKA_00576,PROKKA_02107,PROKKA_00568,PROKKA_01283,PROKKA_02864
b2526,PROKKA_02283,PROKKA_00909,PROKKA_01316,PROKKA_02120,PROKKA_02559,PROKKA_04019,PROKKA_03686,PROKKA_04681,PROKKA_02101,PROKKA_01393,PROKKA_02922,PROKKA_01319,PROKKA_01963,PROKKA_02161
b4186,PROKKA_04219,PROKKA_02654,PROKKA_03381,PROKKA_04117,PROKKA_04377,PROKKA_02086,PROKKA_01832,PROKKA_01464,PROKKA_00198,PROKKA_03402,PROKKA_03729,PROKKA_03174,PROKKA_03960,PROKKA_00100
b4322,PROKKA_04326,PROKKA_02810,PROKKA_03579,PROKKA_04260,PROKKA_04536,PROKKA_01941,PROKKA_01676,PROKKA_01629,PROKKA_00073,PROKKA_03579,PROKKA_03524,PROKKA_03309,PROKKA_04069,PROKKA_05052
b2744,PROKKA_02510,PROKKA_01107,PROKKA_01564,PROKKA_02341,PROKKA_02785,PROKKA_03825,PROKKA_03478,PROKKA_05259,PROKKA_01838,PROKKA_01585,PROKKA_05574,PROKKA_01520,PROKKA_02155,PROKKA_01943
b3794,PROKKA_03706,PROKKA_02228,PROKKA_02897,PROKKA_03651,PROKKA_03930,PROKKA_02572,PROKKA_02300,PROKKA_00848,PROKKA_00685,PROKKA_02827,PROKKA_05752,PROKKA_02703,PROKKA_03340,PROKKA_00658
b2188,PROKKA_01959,PROKKA_00547,PROKKA_00989,PROKKA_01780,PROKKA_02238,PROKKA_04341,PROKKA_03999,PROKKA_04220,PROKKA_02409,PROKKA_01023,PROKKA_02529,PROKKA_01007,PROKKA_01652,PROKKA_02483
b4019,PROKKA_03995,PROKKA_02476,PROKKA_03161,PROKKA_03917,PROKKA_04190,PROKKA_02297,PROKKA_02027,PROKKA_01176,PROKKA_00414,PROKKA_03097,PROKKA_04036,PROKKA_02972,PROKKA_03651,PROKKA_00389
b2936,PROKKA_02735,PROKKA_01337,PROKKA_01788,PROKKA_02587,PROKKA_02995,PROKKA_03610,PROKKA_03257,PROKKA_05040,PROKKA_01621,PROKKA_01786,PROKKA_05315,PROKKA_01740,PROKKA_02366,PROKKA_01721
b3071,PROKKA_02922,PROKKA_01481,PROKKA_02050,PROKKA_02821,PROKKA_03166,PROKKA_03357,PROKKA_03067,PROKKA_00074,PROKKA_01442,PROKKA_02057,PROKKA_05015,PROKKA_01934,PROKKA_02549,PROKKA_01439
b3802,PROKKA_03717,PROKKA_02238,PROKKA_02908,PROKKA_03662,PROKKA_03940,PROKKA_02562,PROKKA_02290,PROKKA_00859,PROKKA_00675,PROKKA_02837,PROKKA_05763,PROKKA_02713,PROKKA_03352,PROKKA_00648
b3244,PROKKA_03095,PROKKA_01658,PROKKA_02217,PROKKA_03011,PROKKA_03336,PROKKA_03188,PROKKA_02901,PROKKA_00247,PROKKA_01277,PROKKA_02218,PROKKA_04826,PROKKA_02103,PROKKA_02714,PROKKA_01264
b2532,PROKKA_02290,PROKKA_00916,PROKKA_01323,PROKKA_02127,PROKKA_02567,PROKKA_04012,PROKKA_03679,PROKKA_04688,PROKKA_02094,PROKKA_01400,PROKKA_02929,PROKKA_01326,PROKKA_01970,PROKKA_02154
b3239,PROKKA_03090,PROKKA_01653,PROKKA_02212,PROKKA_03005,PROKKA_03331,PROKKA_03194,PROKKA_02907,PROKKA_00242,PROKKA_01283,PROKKA_02213,PROKKA_04831,PROKKA_02098,PROKKA_02709,PROKKA_01269
b2069,PROKKA_01785,PROKKA_00404,PROKKA_00867,PROKKA_01620,PROKKA_02112,PROKKA_04469,PROKKA_04135,PROKKA_04098,PROKKA_02531,PROKKA_00901,PROKKA_02368,PROKKA_00883,PROKKA_01531,PROKKA_02615
b4515,PROKKA_00228,PROKKA_03692,PROKKA_04417,PROKKA_05217,PROKKA_00622,PROKKA_01023,PROKKA_00800,PROKKA_02477,PROKKA_03950,PROKKA_04413,PROKKA_00493,PROKKA_04224,PROKKA_04930,PROKKA_04188
b3466,PROKKA_03304,PROKKA_01866,PROKKA_02446,PROKKA_03235,PROKKA_03554,PROKKA_02946,PROKKA_02662,PROKKA_00490,PROKKA_01043,PROKKA_02462,PROKKA_04585,PROKKA_02351,PROKKA_02949,PROKKA_01014
b2765,PROKKA_02536,PROKKA_01124,PROKKA_01580,PROKKA_02367,PROKKA_02808,PROKKA_03809,PROKKA_03463,PROKKA_05244,PROKKA_01822,PROKKA_01600,PROKKA_05549,PROKKA_01535,PROKKA_02170,PROKKA_01928
b0344,PROKKA_04840,PROKKA_03324,PROKKA_04040,PROKKA_04796,PROKKA_00173,PROKKA_01372,PROKKA_01160,PROKKA_02116,PROKKA_04295,PROKKA_04076,PROKKA_00059,PROKKA_03877,PROKKA_04592,PROKKA_04542
b0953,PROKKA_00459,PROKKA_03920,PROKKA_04746,PROKKA_00286,PROKKA_00917,PROKKA_00806,PROKKA_00575,PROKKA_02700,PROKKA_03734,PROKKA_04629,PROKKA_00932,PROKKA_04452,PROKKA_00258,PROKKA_03956
b1246,PROKKA_00814,PROKKA_04201,PROKKA_05121,PROKKA_00632,PROKKA_01256,PROKKA_00242,PROKKA_00302,PROKKA_03073,PROKKA_03399,PROKKA_05070,PROKKA_01266,PROKKA_04992,PROKKA_00666,PROKKA_03503
b2183,PROKKA_01954,PROKKA_00542,PROKKA_00984,PROKKA_01774,PROKKA_02233,PROKKA_04346,PROKKA_04004,PROKKA_04215,PROKKA_02414,PROKKA_01018,PROKKA_02524,PROKKA_01001,PROKKA_01647,PROKKA_02488
b1010,PROKKA_00509,PROKKA_03978,PROKKA_04796,PROKKA_00351,PROKKA_00979,PROKKA_00755,PROKKA_00525,PROKKA_02750,PROKKA_03684,PROKKA_04679,PROKKA_00985,PROKKA_04503,PROKKA_00308,PROKKA_03908
b3607,PROKKA_03501,PROKKA_02027,PROKKA_02608,PROKKA_03419,PROKKA_03714,PROKKA_02779,PROKKA_02494,PROKKA_00656,PROKKA_00881,PROKKA_02622,PROKKA_04385,PROKKA_02508,PROKKA_03105,PROKKA_00863
b1847,PROKKA_01507,PROKKA_00171,PROKKA_00513,PROKKA_01382,PROKKA_01837,PROKKA_04809,PROKKA_04431,PROKKA_03696,PROKKA_02828,PROKKA_00511,PROKKA_02035,PROKKA_00504,PROKKA_01220,PROKKA_02930
b1624,PROKKA_01265,PROKKA_04574,PROKKA_00283,PROKKA_01115,PROKKA_01598,PROKKA_05048,PROKKA_04673,PROKKA_03456,PROKKA_03059,PROKKA_00278,PROKKA_01773,PROKKA_00270,PROKKA_00988,PROKKA_03184
b1765,PROKKA_01417,PROKKA_00088,PROKKA_00430,PROKKA_01284,PROKKA_01753,PROKKA_04896,PROKKA_04519,PROKKA_03607,PROKKA_02913,PROKKA_00428,PROKKA_01940,PROKKA_00416,PROKKA_01139,PROKKA_03022
b3012,PROKKA_02856,PROKKA_01424,PROKKA_01975,PROKKA_02760,PROKKA_03232,PROKKA_03436,PROKKA_03139,PROKKA_04797,PROKKA_01515,PROKKA_01978,PROKKA_05151,PROKKA_01849,PROKKA_02472,PROKKA_01523
b3124,PROKKA_02975,PROKKA_01535,PROKKA_02097,PROKKA_02882,PROKKA_03113,PROKKA_03309,PROKKA_03020,PROKKA_00126,PROKKA_01395,PROKKA_02104,PROKKA_04953,PROKKA_01985,PROKKA_02597,PROKKA_01385
b3576,PROKKA_03467,PROKKA_01994,PROKKA_02577,PROKKA_03378,PROKKA_03673,PROKKA_02811,PROKKA_02525,PROKKA_00617,PROKKA_00913,PROKKA_02591,PROKKA_04432,PROKKA_02479,PROKKA_03076,PROKKA_00891
b1489,PROKKA_01090,PROKKA_04429,PROKKA_00192,PROKKA_00919,PROKKA_01480,PROKKA_00037,PROKKA_00032,PROKKA_03361,PROKKA_03143,PROKKA_00178,PROKKA_01563,PROKKA_00114,PROKKA_00857,PROKKA_03299
b1849,PROKKA_01509,PROKKA_00173,PROKKA_00515,PROKKA_01384,PROKKA_01839,PROKKA_04807,PROKKA_04429,PROKKA_03698,PROKKA_02826,PROKKA_00513,PROKKA_02037,PROKKA_00506,PROKKA_01222,PROKKA_02928
