gene_id	HM1	HM14	HM17	HM3	HM43	HM54	HM56	HM57	HM6	HM66	HM68	HM7	HM86
14975_pykA	PROKKA_01515	PROKKA_01845	PROKKA_04801	PROKKA_00179	PROKKA_04423	PROKKA_03704	PROKKA_02820	PROKKA_00519	PROKKA_00521	PROKKA_00512	PROKKA_01228	PROKKA_01391	PROKKA_02922
14976_msbB	PROKKA_01516	PROKKA_01846	PROKKA_04800	PROKKA_00180	PROKKA_04422	PROKKA_03705	PROKKA_02819	PROKKA_00520	PROKKA_00522	PROKKA_00513	PROKKA_01229	PROKKA_01392	PROKKA_02921
14978_znuA	PROKKA_01519	PROKKA_01849	PROKKA_04797	PROKKA_00182	PROKKA_04420	PROKKA_03707	PROKKA_02817	PROKKA_00523	PROKKA_00525	PROKKA_00516	PROKKA_01231	PROKKA_01394	PROKKA_02919
14979_znuC	PROKKA_01520	PROKKA_01850	PROKKA_04796	PROKKA_00183	PROKKA_04419	PROKKA_03708	PROKKA_02816	PROKKA_00524	PROKKA_00526	PROKKA_00517	PROKKA_01232	PROKKA_01395	PROKKA_02918
14980_znuB	PROKKA_01521	PROKKA_01851	PROKKA_04795	PROKKA_00184	PROKKA_04418	PROKKA_03709	PROKKA_02815	PROKKA_00525	PROKKA_00527	PROKKA_00518	PROKKA_01233	PROKKA_01396	PROKKA_02917
14981_ruvB	PROKKA_01522	PROKKA_01852	PROKKA_04794	PROKKA_00185	PROKKA_04417	PROKKA_03710	PROKKA_02814	PROKKA_00526	PROKKA_00530	PROKKA_00519	PROKKA_01234	PROKKA_01397	PROKKA_02916
14982_ruvA	PROKKA_01523	PROKKA_01853	PROKKA_04793	PROKKA_00186	PROKKA_04416	PROKKA_03711	PROKKA_02813	PROKKA_00527	PROKKA_00531	PROKKA_00520	PROKKA_01235	PROKKA_01398	PROKKA_02915
14983_hypothetical_protein	PROKKA_01524	PROKKA_01854	PROKKA_04792	PROKKA_00187	PROKKA_04415	PROKKA_03712	PROKKA_02812	PROKKA_00528	PROKKA_00532	PROKKA_00521	PROKKA_01236	PROKKA_01399	PROKKA_02914
14984_ruvC	PROKKA_01525	PROKKA_01855	PROKKA_04791	PROKKA_00188	PROKKA_04414	PROKKA_03713	PROKKA_02811	PROKKA_00529	PROKKA_00533	PROKKA_00522	PROKKA_01237	PROKKA_01400	PROKKA_02913
14985_yebC	PROKKA_01526	PROKKA_01856	PROKKA_04790	PROKKA_00189	PROKKA_04413	PROKKA_03714	PROKKA_02810	PROKKA_00530	PROKKA_00534	PROKKA_00523	PROKKA_01238	PROKKA_01401	PROKKA_02912
14986_nudB	PROKKA_01527	PROKKA_01857	PROKKA_04789	PROKKA_00190	PROKKA_04412	PROKKA_03715	PROKKA_02809	PROKKA_00531	PROKKA_00535	PROKKA_00524	PROKKA_01239	PROKKA_01402	PROKKA_02911
14987_aspS	PROKKA_01528	PROKKA_01858	PROKKA_04788	PROKKA_00191	PROKKA_04411	PROKKA_03716	PROKKA_02808	PROKKA_00532	PROKKA_00536	PROKKA_00525	PROKKA_01240	PROKKA_01403	PROKKA_02910
15003_yecN	PROKKA_01531	PROKKA_01861	PROKKA_04784	PROKKA_00207	PROKKA_04408	PROKKA_03809	PROKKA_02805	PROKKA_00535	PROKKA_00539	PROKKA_00528	PROKKA_01243	PROKKA_01406	PROKKA_02907
15004_cmoA	PROKKA_01532	PROKKA_01862	PROKKA_04783	PROKKA_00208	PROKKA_04407	PROKKA_03810	PROKKA_02804	PROKKA_00536	PROKKA_00540	PROKKA_00529	PROKKA_01244	PROKKA_01407	PROKKA_02906
15006_torZ	PROKKA_03440	PROKKA_03646	PROKKA_04781	PROKKA_03965	PROKKA_04405	PROKKA_02737	PROKKA_03696	PROKKA_04667	PROKKA_04784	PROKKA_04491	PROKKA_03049	PROKKA_03348	PROKKA_03920
15009_hypothetical_protein	PROKKA_01537	PROKKA_01871	PROKKA_04778	PROKKA_00213	PROKKA_04402	PROKKA_05391	PROKKA_02799	PROKKA_00541	PROKKA_00545	PROKKA_00534	PROKKA_01249	PROKKA_01412	PROKKA_02900
15010_argS	PROKKA_01538	PROKKA_01872	PROKKA_04777	PROKKA_00214	PROKKA_04401	PROKKA_05390	PROKKA_02798	PROKKA_00542	PROKKA_00546	PROKKA_00535	PROKKA_01250	PROKKA_01413	PROKKA_02899
15012_flhE	PROKKA_01539	PROKKA_01874	PROKKA_04776	PROKKA_00216	PROKKA_04400	PROKKA_05389	PROKKA_02797	PROKKA_00543	PROKKA_00547	PROKKA_00536	PROKKA_01251	PROKKA_01415	PROKKA_02898
15013_flhA_1	PROKKA_01540	PROKKA_01875	PROKKA_04775	PROKKA_00217	PROKKA_04399	PROKKA_03819	PROKKA_02796	PROKKA_00544	PROKKA_00548	PROKKA_00537	PROKKA_01252	PROKKA_01416	PROKKA_02897
15014_flhB_1	PROKKA_01541	PROKKA_01876	PROKKA_04774	PROKKA_00218	PROKKA_04398	PROKKA_03820	PROKKA_02795	PROKKA_00545	PROKKA_00549	PROKKA_00538	PROKKA_01253	PROKKA_01417	PROKKA_02896
15015_chemotaxis_regulator_CheZ	PROKKA_01542	PROKKA_01877	PROKKA_04773	PROKKA_00219	PROKKA_04397	PROKKA_03822	PROKKA_02793	PROKKA_00547	PROKKA_00551	PROKKA_00539	PROKKA_01254	PROKKA_01418	PROKKA_02894
15016_cheY	PROKKA_01543	PROKKA_01878	PROKKA_04772	PROKKA_00220	PROKKA_04396	PROKKA_03823	PROKKA_02792	PROKKA_00548	PROKKA_00552	PROKKA_00540	PROKKA_01255	PROKKA_01419	PROKKA_02893
15017_cheB	PROKKA_01544	PROKKA_01879	PROKKA_04771	PROKKA_00221	PROKKA_04395	PROKKA_03824	PROKKA_02791	PROKKA_00549	PROKKA_00553	PROKKA_00541	PROKKA_01256	PROKKA_01420	PROKKA_02892
15018_cheR	PROKKA_01545	PROKKA_01880	PROKKA_04770	PROKKA_00222	PROKKA_04394	PROKKA_03825	PROKKA_02790	PROKKA_00550	PROKKA_00554	PROKKA_00542	PROKKA_01257	PROKKA_01421	PROKKA_02891
15020_tar	PROKKA_04373	PROKKA_04560	PROKKA_04768	PROKKA_02859	PROKKA_04392	PROKKA_03827	PROKKA_02788	PROKKA_03608	PROKKA_03612	PROKKA_03356	PROKKA_04116	PROKKA_04301	PROKKA_05021
15021_cheW	PROKKA_01549	PROKKA_01884	PROKKA_04766	PROKKA_00226	PROKKA_04390	PROKKA_03829	PROKKA_02786	PROKKA_00554	PROKKA_00558	PROKKA_00546	PROKKA_01261	PROKKA_01425	PROKKA_02887
15022_cheA	PROKKA_01550	PROKKA_01885	PROKKA_04765	PROKKA_00227	PROKKA_04389	PROKKA_03830	PROKKA_02785	PROKKA_00555	PROKKA_00559	PROKKA_00547	PROKKA_01262	PROKKA_01426	PROKKA_02886
15023_motB	PROKKA_01551	PROKKA_01886	PROKKA_04764	PROKKA_00228	PROKKA_04388	PROKKA_03831	PROKKA_02784	PROKKA_00556	PROKKA_00560	PROKKA_00548	PROKKA_01263	PROKKA_01427	PROKKA_02885
15024_motA	PROKKA_01552	PROKKA_01887	PROKKA_04763	PROKKA_00229	PROKKA_04387	PROKKA_03832	PROKKA_02783	PROKKA_00557	PROKKA_00561	PROKKA_00549	PROKKA_01264	PROKKA_01428	PROKKA_02884
15025_flhC	PROKKA_01553	PROKKA_01888	PROKKA_04762	PROKKA_00230	PROKKA_04386	PROKKA_03833	PROKKA_02782	PROKKA_00558	PROKKA_00562	PROKKA_00550	PROKKA_01265	PROKKA_01429	PROKKA_02883
15026_flhD	PROKKA_01554	PROKKA_01889	PROKKA_04761	PROKKA_00231	PROKKA_04385	PROKKA_03834	PROKKA_02781	PROKKA_00559	PROKKA_00563	PROKKA_00551	PROKKA_01266	PROKKA_01430	PROKKA_02882
15027_uspC	PROKKA_01555	PROKKA_01890	PROKKA_04760	PROKKA_00232	PROKKA_04384	PROKKA_03835	PROKKA_02780	PROKKA_00560	PROKKA_00564	PROKKA_00552	PROKKA_01267	PROKKA_01431	PROKKA_02881
15028_otsA	PROKKA_01556	PROKKA_01891	PROKKA_04759	PROKKA_00233	PROKKA_04383	PROKKA_03836	PROKKA_02779	PROKKA_00561	PROKKA_00565	PROKKA_00553	PROKKA_01268	PROKKA_01432	PROKKA_02880
15029_otsB	PROKKA_01557	PROKKA_01892	PROKKA_04758	PROKKA_00234	PROKKA_04382	PROKKA_03837	PROKKA_02778	PROKKA_00562	PROKKA_00566	PROKKA_00554	PROKKA_01269	PROKKA_01433	PROKKA_02879
15030_rbsC_1	PROKKA_01558	PROKKA_01893	PROKKA_04757	PROKKA_00235	PROKKA_04381	PROKKA_03838	PROKKA_02777	PROKKA_00563	PROKKA_00567	PROKKA_00555	PROKKA_01270	PROKKA_01434	PROKKA_02878
15031_araG	PROKKA_01559	PROKKA_01894	PROKKA_04756	PROKKA_00236	PROKKA_04380	PROKKA_03839	PROKKA_02776	PROKKA_00564	PROKKA_00568	PROKKA_00556	PROKKA_01271	PROKKA_01435	PROKKA_02877
15032_araF	PROKKA_01560	PROKKA_01895	PROKKA_04755	PROKKA_00237	PROKKA_04379	PROKKA_03840	PROKKA_02775	PROKKA_00565	PROKKA_00569	PROKKA_00557	PROKKA_01272	PROKKA_05269	PROKKA_02876
15034_hypothetical_protein	PROKKA_01562	PROKKA_01897	PROKKA_04753	PROKKA_00239	PROKKA_04377	PROKKA_03842	PROKKA_02773	PROKKA_00567	PROKKA_00572	PROKKA_00559	PROKKA_01274	PROKKA_05271	PROKKA_02873
15036_ftnA_2	PROKKA_01564	PROKKA_01899	PROKKA_04751	PROKKA_00241	PROKKA_04375	PROKKA_03844	PROKKA_02771	PROKKA_00569	PROKKA_00574	PROKKA_00561	PROKKA_01276	PROKKA_05272	PROKKA_02871
15037_hypothetical_protein	PROKKA_01565	PROKKA_01900	PROKKA_04750	PROKKA_00242	PROKKA_04374	PROKKA_03845	PROKKA_02770	PROKKA_00570	PROKKA_00575	PROKKA_00562	PROKKA_01277	PROKKA_05273	PROKKA_02870
15038_tyrP	PROKKA_01566	PROKKA_01901	PROKKA_04749	PROKKA_00243	PROKKA_04373	PROKKA_03846	PROKKA_02769	PROKKA_00571	PROKKA_00576	PROKKA_00563	PROKKA_01278	PROKKA_01441	PROKKA_02869
15039_hypothetical_protein	PROKKA_01567	PROKKA_01902	PROKKA_04748	PROKKA_00244	PROKKA_04372	PROKKA_03847	PROKKA_02768	PROKKA_00572	PROKKA_00577	PROKKA_00564	PROKKA_01279	PROKKA_01442	PROKKA_02868
15040_pgsA	PROKKA_01571	PROKKA_01914	PROKKA_04744	PROKKA_00248	PROKKA_04368	PROKKA_03851	PROKKA_02764	PROKKA_00576	PROKKA_00644	PROKKA_00568	PROKKA_01283	PROKKA_01446	PROKKA_02864
15041_uvrC	PROKKA_01572	PROKKA_01915	PROKKA_04743	PROKKA_00249	PROKKA_04367	PROKKA_03852	PROKKA_02763	PROKKA_00577	PROKKA_00645	PROKKA_00569	PROKKA_01284	PROKKA_01447	PROKKA_02863
15042_uvrY	PROKKA_01573	PROKKA_01916	PROKKA_04742	PROKKA_00250	PROKKA_04366	PROKKA_03853	PROKKA_02762	PROKKA_00578	PROKKA_00646	PROKKA_00570	PROKKA_01285	PROKKA_01448	PROKKA_02862
15043_hypothetical_protein	PROKKA_01574	PROKKA_01917	PROKKA_04741	PROKKA_00251	PROKKA_04365	PROKKA_03854	PROKKA_02761	PROKKA_00579	PROKKA_00647	PROKKA_00571	PROKKA_01286	PROKKA_01449	PROKKA_02861
15044_sdiA	PROKKA_01575	PROKKA_01918	PROKKA_04740	PROKKA_00252	PROKKA_04364	PROKKA_03855	PROKKA_02760	PROKKA_00580	PROKKA_00648	PROKKA_00572	PROKKA_01287	PROKKA_01450	PROKKA_02860
15045_artM_1	PROKKA_01576	PROKKA_01919	PROKKA_04739	PROKKA_00253	PROKKA_04363	PROKKA_03856	PROKKA_02759	PROKKA_00581	PROKKA_00649	PROKKA_00573	PROKKA_01288	PROKKA_01451	PROKKA_02859
15046_yecS	PROKKA_01577	PROKKA_01920	PROKKA_04738	PROKKA_00254	PROKKA_04362	PROKKA_03857	PROKKA_02758	PROKKA_00582	PROKKA_00650	PROKKA_00574	PROKKA_01289	PROKKA_01452	PROKKA_02858
15047_dcyD	PROKKA_01578	PROKKA_01921	PROKKA_04737	PROKKA_00255	PROKKA_04361	PROKKA_03858	PROKKA_02757	PROKKA_00583	PROKKA_00651	PROKKA_00575	PROKKA_01290	PROKKA_01453	PROKKA_02857
15049_fliZ	PROKKA_01580	PROKKA_01923	PROKKA_04735	PROKKA_00257	PROKKA_04358	PROKKA_03860	PROKKA_02755	PROKKA_00585	PROKKA_00653	PROKKA_00577	PROKKA_01293	PROKKA_01455	PROKKA_02855
15053_fliS_1	PROKKA_01584	PROKKA_01927	PROKKA_04731	PROKKA_00261	PROKKA_04354	PROKKA_03865	PROKKA_02750	PROKKA_00589	PROKKA_00657	PROKKA_00581	PROKKA_01297	PROKKA_01459	PROKKA_02851
15054_fliT	PROKKA_01585	PROKKA_01928	PROKKA_04730	PROKKA_00262	PROKKA_04353	PROKKA_03866	PROKKA_02749	PROKKA_00590	PROKKA_00658	PROKKA_00582	PROKKA_01298	PROKKA_01460	PROKKA_02850
15055_Glucan_1-4-alpha-maltohexaosidase_precursor	PROKKA_01586	PROKKA_01929	PROKKA_04729	PROKKA_00263	PROKKA_04352	PROKKA_03867	PROKKA_02748	PROKKA_00591	PROKKA_00659	PROKKA_00583	PROKKA_01299	PROKKA_01461	PROKKA_02849
15056_lipoprotein	PROKKA_01587	PROKKA_01930	PROKKA_04728	PROKKA_00264	PROKKA_04351	PROKKA_03868	PROKKA_02747	PROKKA_00592	PROKKA_00660	PROKKA_00584	PROKKA_01300	PROKKA_01462	PROKKA_02848
15057_putative_inner_membrane_protein	PROKKA_01588	PROKKA_01931	PROKKA_04727	PROKKA_00265	PROKKA_04350	PROKKA_03869	PROKKA_02746	PROKKA_00593	PROKKA_00661	PROKKA_00585	PROKKA_01301	PROKKA_01464	PROKKA_02847
15058_tusA_1	PROKKA_01589	PROKKA_01932	PROKKA_04726	PROKKA_00266	PROKKA_04349	PROKKA_03870	PROKKA_02745	PROKKA_00594	PROKKA_00662	PROKKA_00586	PROKKA_01302	PROKKA_01465	PROKKA_02846
15086_yedA	PROKKA_01618	PROKKA_01961	PROKKA_04697	PROKKA_00295	PROKKA_04319	PROKKA_03899	PROKKA_02717	PROKKA_00622	PROKKA_00692	PROKKA_00615	PROKKA_01330	PROKKA_01489	PROKKA_02836
15087_vsr	PROKKA_01619	PROKKA_01962	PROKKA_04696	PROKKA_00296	PROKKA_04318	PROKKA_03900	PROKKA_02716	PROKKA_00623	PROKKA_00693	PROKKA_00616	PROKKA_01331	PROKKA_01490	PROKKA_02835
15088_dcm	PROKKA_01620	PROKKA_01963	PROKKA_04695	PROKKA_00297	PROKKA_04317	PROKKA_03901	PROKKA_02715	PROKKA_00624	PROKKA_00694	PROKKA_00617	PROKKA_01332	PROKKA_01491	PROKKA_02834
15092_hchA	PROKKA_01625	PROKKA_01970	PROKKA_04690	PROKKA_00302	PROKKA_04312	PROKKA_03906	PROKKA_02710	PROKKA_00629	PROKKA_00699	PROKKA_00623	PROKKA_01337	PROKKA_01499	PROKKA_02830
15093_yedV	PROKKA_01626	PROKKA_01971	PROKKA_04689	PROKKA_00303	PROKKA_04311	PROKKA_03907	PROKKA_04825	PROKKA_00630	PROKKA_00700	PROKKA_00624	PROKKA_01338	PROKKA_01500	PROKKA_02829
15095_hiuH	PROKKA_01628	PROKKA_01973	PROKKA_04687	PROKKA_00305	PROKKA_04309	PROKKA_03909	PROKKA_02707	PROKKA_00632	PROKKA_00702	PROKKA_00626	PROKKA_01340	PROKKA_01502	PROKKA_02827
15096_yedY	PROKKA_01629	PROKKA_01974	PROKKA_04686	PROKKA_00306	PROKKA_04308	PROKKA_03910	PROKKA_04822	PROKKA_00633	PROKKA_00703	PROKKA_00627	PROKKA_01341	PROKKA_01503	PROKKA_02826
15097_yedZ	PROKKA_01630	PROKKA_01975	PROKKA_04685	PROKKA_00307	PROKKA_04307	PROKKA_03911	PROKKA_02705	PROKKA_00634	PROKKA_00704	PROKKA_00628	PROKKA_01342	PROKKA_01504	PROKKA_02825
15098_zinT	PROKKA_01633	PROKKA_01976	PROKKA_04684	PROKKA_00308	PROKKA_04306	PROKKA_03912	PROKKA_02704	PROKKA_00635	PROKKA_00707	PROKKA_00629	PROKKA_01343	PROKKA_01505	PROKKA_02824
15100_mtfA	PROKKA_01635	PROKKA_01978	PROKKA_04655	PROKKA_00311	PROKKA_04272	PROKKA_03914	PROKKA_02674	PROKKA_00725	PROKKA_00709	PROKKA_00679	PROKKA_01371	PROKKA_01508	PROKKA_02795
15103_yhjE_1	PROKKA_01654	PROKKA_01998	PROKKA_04632	PROKKA_00315	PROKKA_04252	PROKKA_03934	PROKKA_02656	PROKKA_00745	PROKKA_00731	PROKKA_00699	PROKKA_01391	PROKKA_01518	PROKKA_02775
15105_amn_2	PROKKA_01655	PROKKA_02000	PROKKA_04630	PROKKA_00317	PROKKA_04250	PROKKA_03935	PROKKA_02655	PROKKA_00747	PROKKA_00733	PROKKA_00700	PROKKA_01393	PROKKA_01519	PROKKA_02774
15106_yeeN	PROKKA_01656	PROKKA_02001	PROKKA_04629	PROKKA_00318	PROKKA_04249	PROKKA_03936	PROKKA_02654	PROKKA_00748	PROKKA_00734	PROKKA_00701	PROKKA_01394	PROKKA_01520	PROKKA_02773
15129_hypothetical_protein	PROKKA_01714	PROKKA_02048	PROKKA_04537	PROKKA_00344	PROKKA_04201	PROKKA_04030	PROKKA_02598	PROKKA_00832	PROKKA_00800	PROKKA_00809	PROKKA_01459	PROKKA_01547	PROKKA_02681
15133_sbcB	PROKKA_01718	PROKKA_02052	PROKKA_04531	PROKKA_00348	PROKKA_04197	PROKKA_04035	PROKKA_02594	PROKKA_00836	PROKKA_00804	PROKKA_00814	PROKKA_01463	PROKKA_01552	PROKKA_02676
15136_plaP	PROKKA_01721	PROKKA_02055	PROKKA_04530	PROKKA_04255	PROKKA_04196	PROKKA_04036	PROKKA_02591	PROKKA_00837	PROKKA_00807	PROKKA_00815	PROKKA_01464	PROKKA_01555	PROKKA_02675
15138_NAD_dependent_epimerase-dehydratase_family_protein	PROKKA_01724	PROKKA_02059	PROKKA_04526	PROKKA_00354	PROKKA_04193	PROKKA_04039	PROKKA_02588	PROKKA_00840	PROKKA_00810	PROKKA_00818	PROKKA_01467	PROKKA_01558	PROKKA_02672
15139_yoeB	PROKKA_01725	PROKKA_02060	PROKKA_04525	PROKKA_00355	PROKKA_04192	PROKKA_04040	PROKKA_02587	PROKKA_00841	PROKKA_00811	PROKKA_00819	PROKKA_01468	PROKKA_01559	PROKKA_02671
15141_hisG	PROKKA_01728	PROKKA_02063	PROKKA_04522	PROKKA_00358	PROKKA_04187	PROKKA_04043	PROKKA_02584	PROKKA_00844	PROKKA_00814	PROKKA_00822	PROKKA_01471	PROKKA_01562	PROKKA_02668
15142_hisD	PROKKA_01729	PROKKA_02064	PROKKA_04521	PROKKA_00359	PROKKA_04186	PROKKA_04044	PROKKA_02583	PROKKA_00845	PROKKA_00815	PROKKA_00823	PROKKA_01472	PROKKA_01563	PROKKA_02667
15145_hisH	PROKKA_01733	PROKKA_02067	PROKKA_04517	PROKKA_00362	PROKKA_04183	PROKKA_04047	PROKKA_02580	PROKKA_00848	PROKKA_00818	PROKKA_00826	PROKKA_01475	PROKKA_01566	PROKKA_02663
15146_hisA	PROKKA_01734	PROKKA_02068	PROKKA_04516	PROKKA_00363	PROKKA_04182	PROKKA_04048	PROKKA_02579	PROKKA_00849	PROKKA_00819	PROKKA_00827	PROKKA_01476	PROKKA_01567	PROKKA_02662
15147_hisF	PROKKA_01735	PROKKA_02069	PROKKA_04515	PROKKA_00364	PROKKA_04181	PROKKA_04049	PROKKA_02578	PROKKA_00850	PROKKA_00820	PROKKA_00828	PROKKA_01477	PROKKA_01568	PROKKA_02661
15151_gnd	PROKKA_01739	PROKKA_02087	PROKKA_04511	PROKKA_00368	PROKKA_04176	PROKKA_04054	PROKKA_02574	PROKKA_00854	PROKKA_00824	PROKKA_00832	PROKKA_01481	PROKKA_01573	PROKKA_02657
15158_galF	PROKKA_01753	PROKKA_02104	PROKKA_04500	PROKKA_00376	PROKKA_04164	PROKKA_04067	PROKKA_02561	PROKKA_00872	PROKKA_00838	PROKKA_00848	PROKKA_01500	PROKKA_01584	PROKKA_02646
15164_algC	PROKKA_01760	PROKKA_02084	PROKKA_04510	PROKKA_00382	PROKKA_04157	PROKKA_04056	PROKKA_02554	PROKKA_00878	PROKKA_00844	PROKKA_00857	PROKKA_01507	PROKKA_01591	PROKKA_02656
15165_manC1	PROKKA_01761	PROKKA_02086	PROKKA_04509	PROKKA_00383	PROKKA_04174	PROKKA_04077	PROKKA_02553	PROKKA_00879	PROKKA_00845	PROKKA_00858	PROKKA_01508	PROKKA_01592	PROKKA_02655
15166_kanE	PROKKA_01762	PROKKA_02089	PROKKA_04491	PROKKA_00384	PROKKA_04155	PROKKA_04078	PROKKA_02552	PROKKA_00880	PROKKA_00846	PROKKA_00860	PROKKA_01509	PROKKA_01593	PROKKA_02637
15168_fcl	PROKKA_01764	PROKKA_02091	PROKKA_04489	PROKKA_00386	PROKKA_04153	PROKKA_04080	PROKKA_02550	PROKKA_00882	PROKKA_00848	PROKKA_00862	PROKKA_01511	PROKKA_01596	PROKKA_02635
15169_gmd	PROKKA_01765	PROKKA_02092	PROKKA_04488	PROKKA_00387	PROKKA_04152	PROKKA_04081	PROKKA_02549	PROKKA_00883	PROKKA_00849	PROKKA_00863	PROKKA_01512	PROKKA_01597	PROKKA_02634
15176_wzc	PROKKA_01772	PROKKA_02097	PROKKA_04480	PROKKA_03949	PROKKA_04145	PROKKA_04088	PROKKA_02542	PROKKA_00890	PROKKA_00856	PROKKA_00871	PROKKA_01519	PROKKA_01604	PROKKA_02626
15177_wzb	PROKKA_01773	PROKKA_00949	PROKKA_04479	PROKKA_03950	PROKKA_04144	PROKKA_04089	PROKKA_02541	PROKKA_00891	PROKKA_00857	PROKKA_00872	PROKKA_01520	PROKKA_01605	PROKKA_02625
15178_Polysaccharide_biosynthesis-export_protein	PROKKA_01774	PROKKA_02099	PROKKA_04478	PROKKA_00396	PROKKA_04143	PROKKA_04090	PROKKA_02540	PROKKA_00892	PROKKA_00858	PROKKA_00873	PROKKA_01521	PROKKA_01606	PROKKA_02624
15179_corC_2	PROKKA_01776	PROKKA_02105	PROKKA_04475	PROKKA_00398	PROKKA_04141	PROKKA_04092	PROKKA_02537	PROKKA_00894	PROKKA_00861	PROKKA_00876	PROKKA_01524	PROKKA_01609	PROKKA_02622
15181_dcd	PROKKA_01780	PROKKA_02107	PROKKA_04473	PROKKA_00400	PROKKA_04139	PROKKA_04094	PROKKA_02535	PROKKA_00896	PROKKA_00863	PROKKA_00878	PROKKA_01527	PROKKA_01612	PROKKA_02619
15182_udk	PROKKA_01781	PROKKA_02108	PROKKA_04472	PROKKA_00401	PROKKA_04138	PROKKA_04095	PROKKA_02534	PROKKA_00897	PROKKA_00864	PROKKA_00879	PROKKA_01528	PROKKA_01613	PROKKA_02618
15183_yegE	PROKKA_01783	PROKKA_02110	PROKKA_04471	PROKKA_00402	PROKKA_04137	PROKKA_04096	PROKKA_02533	PROKKA_00899	PROKKA_00865	PROKKA_00881	PROKKA_01529	PROKKA_01615	PROKKA_02617
15186_hypothetical_protein	PROKKA_01786	PROKKA_02113	PROKKA_04468	PROKKA_00405	PROKKA_04134	PROKKA_04099	PROKKA_02530	PROKKA_00902	PROKKA_00868	PROKKA_00884	PROKKA_01532	PROKKA_01621	PROKKA_02614
15187_hypothetical_protein	PROKKA_01788	PROKKA_02115	PROKKA_04467	PROKKA_00406	PROKKA_04133	PROKKA_04100	PROKKA_02529	PROKKA_00904	PROKKA_00869	PROKKA_00885	PROKKA_01533	PROKKA_01623	PROKKA_02613
15190_mdtA	PROKKA_01795	PROKKA_02121	PROKKA_04462	PROKKA_00412	PROKKA_04128	PROKKA_04104	PROKKA_02524	PROKKA_00910	PROKKA_00873	PROKKA_00890	PROKKA_01538	PROKKA_01627	PROKKA_02609
15191_mdtB	PROKKA_01797	PROKKA_02123	PROKKA_04461	PROKKA_00414	PROKKA_04127	PROKKA_04106	PROKKA_02523	PROKKA_00912	PROKKA_00875	PROKKA_00892	PROKKA_01540	PROKKA_01628	PROKKA_02608
15193_mdtD	PROKKA_01798	PROKKA_02124	PROKKA_04459	PROKKA_00415	PROKKA_04125	PROKKA_04107	PROKKA_02521	PROKKA_00913	PROKKA_00876	PROKKA_00893	PROKKA_01541	PROKKA_01631	PROKKA_02606
15194_baeS	PROKKA_01799	PROKKA_02125	PROKKA_04458	PROKKA_00416	PROKKA_04124	PROKKA_04108	PROKKA_02520	PROKKA_00914	PROKKA_00877	PROKKA_00894	PROKKA_01542	PROKKA_01632	PROKKA_02605
15195_baeR	PROKKA_01800	PROKKA_02126	PROKKA_04457	PROKKA_00417	PROKKA_04123	PROKKA_04109	PROKKA_02519	PROKKA_00915	PROKKA_00878	PROKKA_00895	PROKKA_01543	PROKKA_01633	PROKKA_02604
15196_tryptophanyl-tRNA_synthetase	PROKKA_01801	PROKKA_02127	PROKKA_04456	PROKKA_00418	PROKKA_04122	PROKKA_04110	PROKKA_02518	PROKKA_00916	PROKKA_00879	PROKKA_00896	PROKKA_01544	PROKKA_01634	PROKKA_02603
15199_yhbU_1	PROKKA_01802	PROKKA_02128	PROKKA_04451	PROKKA_00421	PROKKA_04121	PROKKA_04111	PROKKA_02517	PROKKA_00917	PROKKA_00880	PROKKA_00897	PROKKA_01545	PROKKA_01637	PROKKA_02597
15220_hypothetical_protein	PROKKA_01849	PROKKA_02130	PROKKA_04449	PROKKA_00443	PROKKA_04119	PROKKA_04113	PROKKA_02515	PROKKA_00919	PROKKA_00882	PROKKA_00899	PROKKA_01547	PROKKA_01640	PROKKA_02595
15221_yegS	PROKKA_01850	PROKKA_02131	PROKKA_04448	PROKKA_00444	PROKKA_04118	PROKKA_04114	PROKKA_02514	PROKKA_00920	PROKKA_00883	PROKKA_00900	PROKKA_01548	PROKKA_01641	PROKKA_02594
15222_srlR_1	PROKKA_01851	PROKKA_02132	PROKKA_04447	PROKKA_00445	PROKKA_04117	PROKKA_04115	PROKKA_02513	PROKKA_00921	PROKKA_00884	PROKKA_00901	PROKKA_01549	PROKKA_01642	PROKKA_02593
15223_gatD	PROKKA_01852	PROKKA_02133	PROKKA_04446	PROKKA_00446	PROKKA_04116	PROKKA_04116	PROKKA_02512	PROKKA_00922	PROKKA_00885	PROKKA_00902	PROKKA_01550	PROKKA_01643	PROKKA_02592
15225_gatB_1	PROKKA_01854	PROKKA_02135	PROKKA_04444	PROKKA_00448	PROKKA_04114	PROKKA_04118	PROKKA_02509	PROKKA_00924	PROKKA_00888	PROKKA_00904	PROKKA_01552	PROKKA_01645	PROKKA_02590
15226_PTS_system_galactitol-specific_transporter_subunit_IIA	PROKKA_01855	PROKKA_02136	PROKKA_04443	PROKKA_00449	PROKKA_04113	PROKKA_04119	PROKKA_02508	PROKKA_00925	PROKKA_00889	PROKKA_00905	PROKKA_01553	PROKKA_01646	PROKKA_02589
15228_gatY	PROKKA_01857	PROKKA_02139	PROKKA_04441	PROKKA_00451	PROKKA_04099	PROKKA_04121	PROKKA_02506	PROKKA_00927	PROKKA_00891	PROKKA_00907	PROKKA_01555	PROKKA_01648	PROKKA_02587
