"","UR1","UTI1","UR3","UTI3","UR6","UTI6","UR7","UTI7","UR14","UTI14","UR17","UTI17","UR43","UTI43","UR54","UTI54","UR56","UTI56","UR57","UTI57","UR66","UTI66","UR68","UTI68","UR86","UTI86"
"15177_wzb",1,11,2035,1895,4,0,1227,155,171,185,0,0,7,2,3,2,1,3,2,2,4,1,61,0,4,1
"15178_Polysaccharide_biosynthesis-export_protein",10,59,9,0,17,1,8,0,23588,24081,14,6,102,7,14,6,4,7,6,2,8,2,325,1,9,4
"15179_corC_2",1895,586,3509,1163,2205,142,3079,61,2153,766,1244,66,3035,247,2261,1108,1708,1220,2443,29,1412,4,3991,50,2288,642
"15181_dcd",2400,454,2770,889,2453,96,2765,42,1960,322,1827,257,1875,97,1584,891,1160,1620,1374,33,1180,5,2372,90,992,758
"15182_udk",1269,608,2709,1409,2521,177,2950,153,1842,3231,1282,428,1066,334,936,993,647,2476,819,61,754,7,1160,151,770,1098
"15183_yegE",326,33,1820,170,1052,45,1433,12,294,63,1031,51,1094,80,1042,151,1171,297,1144,6,658,2,2020,19,956,270
"15186_hypothetical_protein",307,8,526,49,531,14,642,0,417,82,316,19,385,18,365,73,420,99,248,2,334,1,196,7,290,22
"15187_hypothetical_protein",7,1,126,9,77,3,41,0,16,9,115,9,24,2,43,3,61,28,4,1,38,1,23,1,19,1
"15190_mdtA",267,86,377,113,395,34,314,16,207,200,138,27,236,49,169,116,127,226,237,5,117,1,877,11,160,179
"15191_mdtB",474,173,383,223,550,80,231,13,415,200,416,53,567,79,484,224,513,507,441,6,336,4,1888,13,340,311
"15193_mdtD",159,34,140,43,163,7,219,8,115,48,118,8,208,22,123,35,105,71,164,4,108,1,488,6,130,45
"15194_baeS",195,42,340,86,529,47,363,2,252,107,429,20,538,32,309,98,275,150,225,6,320,1,809,8,295,109
"15195_baeR",1521,182,1876,406,1456,87,1750,21,1053,512,1393,95,1694,141,1410,408,1212,759,985,16,1185,6,2544,40,1714,430
"15196_tryptophanyl-tRNA_synthetase",1331,15,3575,18,1064,21,5727,7,1596,36,3571,6,1991,21,6108,90,4249,183,3610,2,7080,4,1273,10,491,46
"15199_yhbU_1",1366,1264,2236,3540,3594,561,1503,234,1026,2352,1064,627,853,922,798,2330,793,6907,470,102,776,13,614,264,780,2269
"15220_hypothetical_protein",124,3,105,35,23,0,162,2,192,1676,28,71,14,2,219,25,14,22,318,0,70,0,16,0,11,9
"15221_yegS",245,6,1032,19,402,5,1234,1,369,43,1049,21,992,34,318,11,323,40,651,3,545,1,1822,1,71,25
"15222_srlR_1",805,72,1858,317,1777,59,1574,15,1269,765,971,85,976,169,1018,205,913,585,966,12,802,4,1528,57,758,419
"15223_gatD",238,2,387,20,146,5,377,0,357,45,86,5,82,0,80,8,85,22,72,2,155,0,78,1,44,6
"15225_gatB_1",38,0,94,0,30,2,66,0,37,1,11,0,12,0,8,0,2,0,17,1,42,1,28,0,8,0
"15226_PTS_system_galactitol-specific_transporter_subunit_IIA",93,1,241,1,63,2,137,0,63,2,15,0,10,1,6,1,6,3,20,0,54,1,13,0,19,2
"15228_gatY",87,0,198,3,84,5,131,0,112,2,28,0,15,7,11,1,33,4,25,1,99,0,7,0,29,2
"15229_fbaB",3730,35,8272,76,3677,72,8493,9,3380,35,6371,14,10661,114,4977,61,5359,207,10746,7,4740,2,6082,11,1347,138
"15230_yegT",314,19,272,48,275,11,257,2,361,65,226,4,173,3,539,106,146,34,226,4,205,1,158,2,85,15
"15231_ADP-ribosylglycohydrolase",238,19,285,60,300,6,305,6,332,57,475,20,225,16,645,130,195,43,233,0,186,1,132,5,196,35
"15235_thiD",28,13,66,22,68,6,70,4,65,19,80,3,42,9,37,26,17,69,78,1,55,4,15,2,47,17
"15236_thiM",68,13,257,81,260,21,180,5,78,75,157,19,100,25,104,61,55,172,122,5,112,2,78,8,140,62
"15237_rcnR",287,184,642,243,322,34,700,11,367,280,227,22,279,23,200,70,234,186,254,12,240,2,335,22,187,89
"15238_rcnA",223,60,365,73,412,14,265,8,116,26,212,14,201,31,147,45,217,111,170,6,94,2,173,7,170,67
"15239_rcnB",1522,509,1186,693,885,187,1195,33,1222,1337,689,92,1389,101,678,900,574,721,882,35,527,1,4600,111,444,229
"15240_hypothetical_protein",16,1,179,10,53,3,168,1,62,25,108,2,42,12,71,9,31,12,25,1,97,1,227,0,22,13
"15244_putative_fimbrial_protein",133,5,44,2,75,0,58,1,54,13,94,0,214,0,119,0,75,5,168,0,57,0,53,1,49,4
"15245_hypothetical_protein",234,4,976,6,399,5,1235,2,414,24,237,0,246,4,134,7,364,21,232,0,150,0,115,2,25,11
"15246_minD_1",2796,1438,3239,2128,3162,310,3026,137,1534,3006,2610,452,5955,442,2953,2049,2013,2826,3796,94,2298,12,9987,235,2815,1542
"15247_metG",7492,2079,10088,5571,10984,700,10485,409,8223,4967,9904,839,14857,1229,8731,4077,5564,7192,11130,159,5466,43,4071,271,5488,3514
"15255_yehR",103,7,197,10,182,4,187,4,144,35,151,4,161,8,92,9,132,33,81,3,95,0,72,2,67,10
"15256_hypothetical_protein",1214,434,2243,843,1470,148,1681,66,823,588,939,245,1013,188,984,829,701,1387,817,41,1082,5,1148,111,1009,693
"15257_yehT",716,51,1174,63,910,27,935,10,1064,216,490,30,661,70,853,102,594,250,413,6,655,1,174,25,600,160
"15258_yehU",1138,97,1630,151,1059,57,1078,35,1496,366,967,79,1163,136,1513,183,935,428,758,8,1139,3,374,51,1106,351
"15259_ycgE_1",238,3,836,16,131,5,970,3,461,52,302,7,638,10,262,26,361,43,858,3,278,0,151,1,76,12
"15260_hypothetical_protein",81,24,70,28,48,8,83,5,58,7,56,5,72,4,113,60,45,37,98,0,107,0,202,8,88,35
"15261_yehW",58,3,171,9,111,4,184,1,99,7,115,1,149,6,133,5,124,24,125,0,80,0,59,1,37,14
"15263_yehY",137,14,380,14,128,3,354,0,117,8,143,2,162,6,189,12,132,41,182,2,153,0,109,1,24,11
"15264_osmF",285,28,566,18,500,13,807,3,299,22,296,1,943,19,673,59,835,136,1155,2,513,1,346,4,118,23
"15266_dld",3931,263,6595,669,4210,196,5517,34,5649,1190,5047,111,5923,406,5058,513,5294,939,4463,16,5095,8,4122,60,4117,469
"15267_pbpG_1",2847,408,4734,892,3259,191,3847,90,3242,1950,2407,361,2048,333,1990,1347,1835,2058,2072,46,1328,18,2616,175,1993,1051
"15268_yohC",84,2,104,6,54,1,272,0,142,2,152,3,170,4,88,0,146,6,312,2,164,1,131,0,41,3
"15269_yohD",447,36,645,58,388,33,558,9,494,103,567,12,614,38,477,95,607,147,1073,4,644,0,360,18,432,72
"15271_mdtP_1",88,19,137,31,189,50,147,7,94,32,133,5,462,37,193,53,211,120,188,6,154,1,210,6,456,75
"15272_dusC_1",558,315,1883,491,1537,91,565,35,376,830,306,106,209,127,201,488,202,1081,122,16,356,3,158,38,293,692
"15273_hypothetical_protein",164,288,391,992,284,42,595,25,147,5929,249,97,268,142,169,571,320,637,248,13,162,5,495,98,250,106
"15274_yohK",124,49,294,299,262,20,438,12,169,1694,222,31,273,33,160,185,306,252,222,3,134,3,229,16,181,62
"15275_cdd",449,66,532,215,377,28,471,10,352,914,517,31,469,114,264,133,418,241,352,9,197,3,199,21,425,182
"15276_vancomycin_high_temperature_exclusion_protein",648,104,1189,255,624,52,1072,16,917,489,627,72,638,74,510,221,500,461,580,9,462,0,1168,19,459,318
"15277_hypothetical_protein",85,8,218,19,59,3,194,4,164,38,88,12,76,8,81,10,53,21,51,1,68,1,84,3,55,9
"15278_preT",1328,13,884,13,308,19,771,7,457,42,288,13,390,16,278,21,229,39,304,1,279,1,68,5,280,43
"15279_preA",1586,36,1216,50,646,19,1195,3,671,82,571,10,882,31,565,59,508,82,579,4,442,2,135,6,512,62
"15281_mglA_1",6326,5,5654,14,7600,13,5360,5,10945,136,4880,19,3392,153,20959,19,2788,72,13504,9,2457,0,495,5,1838,70
"15282_mglB",27801,18,17294,29,19464,60,10465,5,58891,213,9221,41,4930,312,45817,71,4989,109,25687,5,4553,0,603,13,3195,112
"15284_hypothetical_protein",506,85,1348,226,2750,57,1763,28,1230,407,1964,39,973,96,1234,274,1217,353,1214,6,587,0,666,21,917,182
"15285_folE",4202,457,16015,1055,26582,286,16308,170,12305,3055,18755,183,11202,595,12411,948,8883,1565,11921,31,7972,7,4058,100,9988,1432
"15286_yeiG",2385,86,1926,117,1083,45,1961,16,2017,273,1067,15,1509,29,1163,114,1232,156,1882,3,1127,0,1584,14,1110,106
"15288_lysP",1470,984,2652,2221,5679,238,1475,213,1399,1724,2376,474,1449,812,1222,1199,1178,5102,997,80,1336,18,1051,170,1510,2593
"15289_cysL",521,140,822,207,569,57,911,12,499,172,579,28,632,52,500,243,522,379,744,11,602,0,691,23,558,151
"15290_hypothetical_protein",648,114,780,202,632,34,760,13,551,249,491,20,480,60,344,243,388,372,426,12,341,1,268,27,381,102
"15291_nfo",1071,178,1459,367,1083,47,1626,25,1380,336,788,42,926,59,738,220,692,546,699,13,627,3,934,24,579,170
"15293_nupX",239,6,833,103,24799,7,276,1,527,127,11465,7,9275,99,8212,19,13688,101,14704,3,4921,2,396,5,4770,96
"15294_rihB",89,2,219,3,3399,9,148,0,176,0,2670,3,1832,23,1504,11,1629,36,3532,5,2022,0,968,6,735,8
"15295_yeiL",224,1,431,15,521,5,368,1,366,14,421,7,197,12,257,9,603,72,344,0,546,2,291,4,299,22
"15297_psuG",91,2,173,5,437600,270,96,1,56,7,58585,35,61440,493,53481,20,46121,281,82760,1,25459,1,2130,10,29002,369
"15298_psuK_2",56,0,99,1,57310,27,102,1,60,3,35222,29,34692,472,30722,13,33235,208,46898,1,19701,2,1809,12,27571,162
"15299_fruA_1",1276,914,1004,1410,651,299,951,119,639,6406,664,362,963,996,727,1021,652,3606,958,65,659,16,1497,183,513,7069
"15301_fruB",88,340,69,355,41,55,47,24,64,1233,52,71,58,161,59,314,42,774,50,25,96,4,310,54,60,1257
"15302_setB",269,43,393,65,230,23,195,6,225,95,129,12,167,15,105,57,110,96,113,1,118,2,89,8,105,45
"15303_Flagellin_N-methylase",37,13,87,17,17,2,46,3,20,14,20,2,12,4,16,19,6,14,20,3,11,1,6,0,16,9
"15304_yeiP",2228,786,3502,1729,4916,296,2469,90,2685,5504,1668,383,2633,928,1889,1419,1109,2722,1257,63,719,21,1853,197,1207,2650
"15305_por_1",60039,278,61182,294,43990,490,33698,21,43349,432,22614,328,27644,452,37398,1760,48122,1323,38572,53,29018,8,1902,121,38487,1040
"15307_yeiU",261,339,774,1197,510,166,789,62,421,1208,627,75,391,107,269,734,279,1106,195,23,345,4,632,58,291,380
"15308_mepS_2",3677,646,6504,918,2759,118,6636,76,5995,2854,3153,263,2247,301,3173,906,1906,1492,2242,36,3298,16,2346,120,2429,1064
"15309_adrB_2",816,251,1565,333,1356,110,1575,33,1003,481,953,76,1089,217,1009,648,780,691,820,16,1048,5,2098,24,1164,585
"15311_yejB",261,27,664,56,379,14,753,13,488,88,286,10,361,23,258,45,253,89,267,1,301,1,903,10,210,55
"15314_hypothetical_protein",348,89,292,239,607,31,356,28,495,538,272,37,513,103,905,434,237,313,507,9,331,3,1531,32,232,358
"15316_rsuA",2219,447,2547,761,2367,190,2832,113,1710,1598,1650,175,1500,235,1410,893,1410,1994,1469,40,1304,6,1476,76,1820,665
"15318_rplY",3734,2557,7235,10553,6347,938,6835,1271,6300,23833,4249,1664,4927,1766,3768,4274,3082,11754,2320,266,3419,44,2307,700,3406,6057
"15319_yejK",1736,937,1932,918,4024,240,2026,138,1852,2059,1843,508,2875,528,2201,1464,1688,3452,1257,58,1146,19,2410,276,1217,1329
"15320_hypothetical_protein",1771,790,3225,1248,2998,324,2500,131,1413,1303,1328,263,1253,351,1054,887,1095,2609,978,45,1141,7,2401,117,1565,969
"15323_narL_1",610,151,784,259,1342,25,686,16,568,398,589,148,779,81,559,336,509,698,564,21,355,4,1455,41,505,407
"15324_ccmH_1",1128,62,633,176,645,23,580,12,687,272,1029,97,1061,47,854,122,699,311,827,9,447,1,2217,19,222,56
"15325_dsbE",209,19,198,53,320,13,121,4,145,76,462,28,409,18,316,52,276,124,340,1,151,3,986,13,70,29
"15326_ccmF_1",629,45,435,128,1202,57,273,14,405,170,1692,49,736,32,765,115,522,272,753,8,349,3,1304,4,348,111
"15327_ccmE",749,30,448,72,655,31,243,2,339,150,817,22,711,28,467,63,344,122,473,2,197,3,1290,6,235,112
"15328_ccmD",73,12,140,33,240,15,124,5,148,5,219,6,136,1,199,42,99,31,133,0,85,0,226,0,54,27
"15330_ccmB",361,19,276,55,408,16,187,13,231,49,507,22,464,20,320,51,243,175,266,2,133,0,896,6,178,89
"15331_ccmA",807,21,557,61,466,25,264,8,315,43,594,21,850,24,411,100,224,110,349,4,167,0,1209,3,157,63
"15332_napC",1484,37,1186,137,1458,25,749,8,895,374,1684,28,2414,37,1134,137,662,185,886,5,440,0,3034,11,464,128
"15333_napB",814,13,323,14,559,9,108,3,193,55,823,13,932,5,375,35,226,60,261,1,68,0,1261,2,110,33
"15336_napA",6724,151,3655,473,6375,124,1590,63,2458,778,9364,274,7413,97,3276,475,3090,1099,3558,16,896,6,9817,29,1951,295
"15337_assembly_protein_for_periplasmic_nitrate_reductase",501,6,362,33,272,6,160,4,150,62,362,13,404,2,157,18,149,60,171,0,113,3,918,2,186,36
"15338_ferredoxin-type_protein",1250,14,462,50,316,11,184,5,119,78,512,21,568,8,247,47,296,107,355,4,241,4,1356,5,320,55
"15340_eco",3232,648,2462,795,1836,165,2828,104,2683,650,1989,77,3188,248,2040,526,2582,2118,3443,23,2139,7,3455,68,2099,324
"15341_mqo",2269,137,4775,1708,3458,62,4774,125,6879,6878,4088,120,3597,502,5084,547,2745,682,3166,28,1921,9,2480,69,1763,1014
"15342_yojI",1184,246,3212,549,2728,140,3073,93,2137,1227,2949,584,754,369,861,582,648,1306,887,86,661,10,1621,54,841,911
"15345_apbE",593,176,874,539,829,64,1145,51,871,1088,402,66,588,109,479,444,200,532,228,13,389,4,464,27,265,198
"15346_ompC",49987,19430,307787,34625,183679,3924,258586,1982,238314,121157,143534,7851,232259,7717,41263,38865,172680,58786,152854,1033,138901,372,49419,2720,85206,6956
"15347_rcsD",7110,2040,12102,4262,10666,675,14007,395,11609,7143,9590,915,10209,1173,7096,2621,8606,6401,9122,144,8601,42,15125,502,7929,2395
"15348_rcsB",9579,1349,9837,1911,7012,204,10410,133,8728,3346,7370,435,8843,747,7457,1172,6166,2897,7395,62,5743,21,7796,208,4915,1143
"15350_hypothetical_protein",78,1,67,5,46,3,57,0,41,5,48,4,58,5,64,9,38,19,69,2,38,0,75,0,51,9
"15353_hypothetical_protein",10,5,45,3,75,3,36,1,28,5,13,1,17,3,15,2,51,49,13,2,8,1,4,2,16,5
"15354_hypothetical_protein",99,20,317,35,100,13,149,5,150,58,120,24,69,32,66,31,218,467,109,3,51,4,37,3,82,29
"15355_gyrA",9042,4631,10048,6474,9903,725,9550,438,10886,8676,8813,1027,10205,1658,8468,4654,5805,10366,5986,195,5172,51,6459,480,6632,5425
"15356_ubiG",2038,929,6113,2147,3950,356,7232,387,4697,2268,2084,418,1754,266,2480,1384,1647,2362,1410,49,1979,21,2741,245,2691,1253
"15359_nrdB",4945,2820,4903,5760,6267,942,7144,749,10191,5787,8216,781,8930,1026,11299,3128,8746,9749,7056,169,4351,19,3162,391,4513,2748
"15361_rfaP_1",1019,172,1740,172,1110,80,1326,10,952,418,649,13,1204,42,866,232,793,240,692,8,1237,2,856,47,525,63
"15362_glpQ",3328,25,10547,61,4166,73,13892,16,21112,252,3291,44,2392,184,1986,118,3901,359,5133,6,2928,2,1149,28,3066,213
"15364_glpA",350,6,958,21,71,32,281,1,1175,8,241,2,99,11,35,7,761,49,226,2,747,1,58,1,373,9
"15365_glpB",271,2,2563,28,167,6,1226,2,1646,22,109,4,39,13,34,7,115,14,93,1,156,1,28,1,127,5
"15366_glpC",344,4,3602,30,448,12,2550,1,3967,33,374,0,120,11,78,8,200,27,199,2,242,0,67,1,277,22
"15367_hypothetical_protein",607,41,812,115,2378,47,807,12,707,214,329,19,1704,152,744,81,1270,424,300,2,477,3,2183,23,1300,355
"15370_YfaZ_precursor",57,198,75,249,314,71,74,14,55,599,145,201,136,84,271,960,102,1120,147,26,93,8,362,74,86,364
"15371_nudI",474,48,1575,164,618,26,1132,5,1226,312,1071,17,649,31,389,46,811,109,377,4,986,2,398,25,641,66
"15372_ais",97,5,260,8,162,9,196,0,59,24,57,10,48,27,50,39,81,47,40,6,74,1,253,2,34,15
"15373_arnB",601,22,883,16,1200,53,1110,3,434,25,1457,29,1284,61,907,108,1432,199,1240,5,1309,2,1506,12,417,61
"15374_arnC",246,20,330,15,474,19,714,1,250,35,854,11,707,29,488,55,906,96,528,4,686,1,869,3,186,26
"15377_arnT",229,6,456,22,408,11,474,1,318,53,644,8,687,28,668,45,741,64,840,3,941,2,654,8,310,31
"15379_arnF",63,4,178,8,107,4,200,0,112,8,101,4,99,4,99,10,130,15,127,0,141,0,112,2,62,11
"15380_pmrD",236,40,419,90,265,29,427,14,372,239,341,19,281,99,499,106,688,613,393,4,420,0,156,6,315,72
"15381_menE",560,344,547,551,376,90,386,38,475,986,663,100,1342,146,803,688,603,1309,795,36,773,8,672,67,549,466
"15382_menC",1191,500,1073,828,1054,118,712,36,859,1020,885,105,2526,153,849,488,1279,1990,1372,34,900,2,1107,65,842,555
"15383_menB",1932,595,2034,1208,1099,119,1495,70,1746,1161,1306,144,4807,193,1553,653,1225,1520,1941,32,1333,7,1491,65,1248,818
"15384_menH",380,174,470,513,299,39,250,36,351,499,296,47,929,97,387,273,424,821,404,8,320,5,378,28,238,318
"15387_hypothetical_protein",1449,21,5730,130,2157,15,9520,14,3458,134,2671,14,3971,79,1880,14,4370,234,6587,4,2953,1,730,7,687,78
"15388_putative_acyltransferase",842,119,1865,324,1117,25,2785,23,1595,798,1059,22,1053,62,900,93,820,228,1143,8,666,2,698,6,735,178
"15389_rbn",588,89,803,180,965,54,664,9,504,381,461,76,467,91,395,188,336,416,435,8,347,6,833,21,388,293
"15391_hypothetical_protein",425,1,298,14,204,4,246,1,145,15,331,4,360,4,261,19,62,12,213,1,432,0,165,1,264,8
"15392_nuoN",3771,377,2425,1068,2786,180,2001,54,2393,1341,2611,226,4419,227,3248,2000,2265,1621,3355,64,2439,6,6329,170,2168,1017
"15393_nuoM",2261,384,2187,1001,2984,345,1456,67,1900,2188,1927,160,4386,336,2202,1762,1916,1799,2720,41,1327,7,4881,122,1496,834
"15394_nuoL",2945,445,2651,927,2620,316,2036,64,2252,3276,2279,162,3973,322,1910,1228,1838,1585,2861,44,1849,3,4405,110,1747,659
"15395_nuoK",115,43,240,113,150,41,205,14,245,300,131,15,291,14,203,155,131,172,223,3,144,1,383,4,134,46
"15396_nuoJ",2295,389,1423,708,2091,216,1202,43,1167,3844,1604,145,3181,294,2069,1267,1455,1407,2460,31,1335,3,3208,93,1312,589
"15398_nuoH",2238,468,1599,1082,1380,174,43,6,1365,3539,1168,120,2921,312,1340,969,1287,1623,1872,33,1280,6,2767,84,1235,580
"15399_nuoG",7513,1256,6712,4030,5218,589,49,0,4866,10321,3841,357,8817,877,6295,2953,5684,3503,8187,76,5501,13,7775,262,3901,1805
"15401_nuoE",2636,613,2055,1413,2222,240,2535,122,2330,6343,2735,163,5234,280,4991,1770,2176,1283,4572,52,1734,8,5025,155,1176,947
"15402_nuoC",9097,1986,8211,7595,10455,1299,8876,288,10840,20429,9154,603,23325,1239,11619,6228,8052,7414,11274,180,5636,36,19733,532,4567,4121
"15403_nuoB",5059,1047,5752,3441,7998,569,6580,152,8630,9981,4540,378,13594,778,7168,4385,3762,4090,7115,102,3337,16,11669,262,3555,2403
"15404_ndhC",8702,1020,9232,4174,12028,582,10472,202,12189,9564,6292,410,16885,755,9195,3982,5232,4205,9811,119,4655,19,12107,403,4668,2828
"15405_gltC_1",8929,874,4506,875,5020,228,4972,103,4276,1098,4182,505,2865,339,2140,856,3820,2264,3073,72,2955,17,2970,69,2261,644
"15407_yfbR",754,117,1300,303,1058,63,1513,26,1118,776,886,63,931,146,822,285,896,556,970,10,710,5,2073,25,863,290
"15409_yfbT",2357,133,2482,485,2341,111,1616,21,1694,261,1463,62,2836,132,1786,269,1606,564,1939,6,1686,6,2702,42,1700,316
"15410_hypothetical_protein",6945,333,7446,1027,5702,144,5506,48,5665,871,3080,66,5461,341,4013,459,3772,1028,3940,20,3702,2,5669,54,3208,475
"15411_hypothetical_protein",1434,128,1685,221,1405,56,2411,15,1147,222,885,58,1584,77,940,217,846,379,1267,8,953,2,1586,34,877,245
"15412_ackA",12237,13984,15535,24682,30847,4276,10069,1308,10316,39579,28259,3564,20540,5401,10843,9863,16234,43737,11690,678,14537,85,33302,1254,23632,10142
"15413_pta",5785,5404,6182,11817,10742,1888,4215,540,5970,13949,13242,1633,14100,2274,6072,5288,8216,19447,7338,310,8281,67,14532,788,9555,3700
"15415_yfcD",2032,191,2883,450,2475,84,3196,25,2165,943,2083,76,1854,168,1856,471,1232,851,1627,10,976,7,3308,39,1464,590
"15416_yfcE",1416,164,2137,477,2476,55,2655,38,2116,778,2147,119,1787,154,1707,457,1521,981,1638,19,1018,4,2028,53,1516,538
"15420_Epimerase_family_protein",1522,105,2146,254,739,40,2098,20,1468,497,801,42,1368,96,1535,374,1020,414,945,12,1434,5,2725,60,1558,465
"15422_hisP",2286,183,2230,344,1222,37,2087,25,2176,1144,724,31,956,46,1419,76,1326,331,603,4,855,2,1717,10,571,188
"15423_hisM",3075,213,2410,409,2499,65,1761,26,2500,958,1789,122,1852,141,3089,294,2560,822,1201,10,1913,6,3752,46,873,387
"15424_hisQ",3757,142,2867,255,3766,69,2184,21,3436,786,2717,74,2553,105,3930,197,3459,588,1633,14,2644,2,3989,25,817,231
"15429_cvpA",399,290,895,633,1425,182,970,29,845,706,674,93,644,143,1039,767,474,909,380,33,486,5,712,78,372,491
"15430_cell_division_protein_DedD",1135,153,1246,439,1079,54,883,25,891,423,1125,129,984,134,1559,585,539,624,1109,21,967,11,2736,87,1101,776
"15431_folC",1929,875,3211,1832,3875,295,3008,137,2978,2988,2870,487,2541,616,4013,1792,2949,3744,2678,67,2748,27,6190,181,2415,1794
"15432_accD",4522,850,6693,2252,5623,276,5116,168,4224,3402,3322,433,6335,633,3599,1481,2406,3145,2903,67,2223,18,6333,221,2638,2279
"15433_yqjA_1",572,227,701,394,646,108,887,49,880,1137,696,80,777,168,570,256,631,935,531,18,533,1,906,29,550,304
"15434_truA",401,127,293,162,289,12,294,6,333,297,307,27,247,21,193,60,231,244,193,6,217,2,309,15,203,93
"15435_usg",645,224,827,399,1107,78,803,40,1000,868,856,83,707,148,878,325,652,917,620,15,727,3,922,30,765,399
"15436_pdxB",1649,511,3843,1246,2604,184,3836,92,3361,2649,2464,236,2017,301,1734,499,1436,1770,2031,33,1709,10,3261,111,2033,820
"15437_flk",750,317,1454,670,1655,164,1593,64,955,921,926,157,999,153,670,471,645,1232,582,23,585,10,1192,69,864,486
"15439_fabB",7008,3062,8595,5821,9588,984,7755,357,10074,5862,6002,1642,5174,1111,4989,6159,4962,11566,5554,231,3197,31,7393,534,4726,6214
"15443_YfcL_protein",513,169,717,205,443,35,323,14,483,445,291,31,496,46,328,83,298,198,325,4,373,3,670,17,365,128
"15444_epmC",1554,595,1718,732,1017,132,1765,116,1583,1575,1653,244,1365,249,1081,464,1210,982,1435,36,1109,6,1988,81,757,463
"15446_mepA",1631,510,1845,1169,1728,142,2088,67,1801,1014,1968,176,1427,162,1364,494,1270,1016,1132,38,923,7,2618,73,1090,563
"15448_prmB",4129,929,6530,2902,6929,464,7520,242,5249,2644,3407,338,3389,304,4426,1525,3022,3554,2435,58,2648,17,4641,182,3536,1899
"15449_hypothetical_protein",521,80,893,230,849,50,692,14,1110,392,885,78,714,84,631,171,553,376,961,13,627,1,498,19,432,180
"15451_mrpA_1",76,7,249,16,29,0,490,1,49,5,21,1,30,4,14,0,48,19,12,5,21,0,35,0,18,2
"15452_prsF",54,6,236,25,60,2,341,3,71,16,18,1,19,1,18,1,112,25,15,2,17,1,31,0,10,3
"15453_hypothetical_protein",92,8,114,16,56,0,221,2,92,24,9,0,15,0,9,1,77,19,13,1,5,0,31,0,13,0
"15454_papD_1",110,9,100,13,206,11,230,2,62,6,109,3,114,8,58,15,241,56,95,3,41,1,141,3,66,7
"15456_mrpA_2",53,5,64,12,101,5,23,0,15,3,46,1,42,2,34,3,52,22,44,0,23,0,108,4,24,6
"15457_sixA",2102,335,2228,443,3978,112,1610,21,1243,615,902,106,1137,167,1081,204,1506,1599,840,11,800,4,2397,68,576,304
"15458_fadJ",1420,64,1257,63,857,10,1002,7,972,120,782,21,748,47,6851,97,657,154,1589,8,544,1,445,15,453,67
"15460_hypothetical_protein",579,21,463,53,469,4,413,3,362,104,359,16,642,9,233,40,228,77,395,3,239,1,317,9,407,70
"15461_fadL",1045,1039,1255,2274,3003,129,1153,198,1097,2424,1124,1038,913,605,2276,1375,988,8801,908,101,426,23,604,175,505,4109
"15463_mlaA",1461,130,2506,365,1839,64,1797,16,1335,449,1530,65,1982,154,1236,271,1172,711,1310,21,1510,0,1299,74,1136,399
"15515_kdgK_2",291,3,235,18,552,12,178,2,224,23,162,7,428,296,723,172,403,46,132,3,858,6,203,26,474,271
"15520_dsdA_2",1113,53,839,84,786,55,901,8,921,256,11352,29,2706,77,605,74,586,467,10259,8,387,2,1471,18,2550,1884
"15521_emrY",472,138,751,367,667,48,664,24,542,1434,809,138,672,46,396,426,578,976,521,29,502,6,709,41,337,291
"15522_emrK_1",93,6,97,26,22,0,102,4,53,525,19,63,20,3,16,3,14,33,100,1,31,0,48,0,18,10
"15523_evgA",763,249,10106,800,1860,77,10844,71,8410,1807,2740,62,2592,143,1069,280,4075,1041,1615,14,3696,1,1071,22,2114,351
"15525_frc_1",139,3,401,9,178,4,391,3,192,636,144,17,135,9,72,9,78,32,191,5,97,1,94,1,39,16
