,Uniprot,Symbol,GO,Pubmed,evidence,alternative,category,Godef,acc,date,source
284,P77044,mhpC,GO:0016787,PMID:15663941,IDA,,F,,,20110815,EcoliWiki
285,P77044,mhpC,GO:0005737,PMID:9315862,IDA,,C,,,20090423,EcoliWiki
286,P77608,mhpD,GO:0019439,PMID:9098055,NAS,,P,,,20110523,EcoliWiki
287,P77608,mhpD,GO:0008684,PMID:9492273,IDA,,F,,,20110523,EcoliWiki
288,P77608,mhpD,GO:0005737,PMID:9492273,IDA,,C,,,20110523,EcoliWiki
289,P77580,mhpF,GO:0005515,PMID:16782065,IPI,EcoliWiki:mhpE,F,,,20110815,EcoliWiki
290,P77580,mhpF,GO:0008774,PMID:6345511,IDA,,F,,,20100507,EcoliWiki
291,P51020,mhpE,GO:0005515,PMID:16782065,IPI,EcoliWiki:mhpF,F,,,20100621,EcoliWiki
292,P25437,frmA,GO:0005737,PMID:1731906,IDA,,C,,,20080915,EcoliWiki
293,P25437,frmA,GO:0004024,PMID:1731906,IDA,,F,,,20080915,EcoliWiki
294,P25437,frmA,GO:0008270,PMID:1731906,IDA,,F,,,20080915,EcoliWiki
295,P25437,frmA,GO:0051903,PMID:1731906,IDA,,F,,,20080915,EcoliWiki
296,P25437,frmA,GO:0046294,PMID:1731906,IMP,,P,,,20080915,EcoliWiki
297,Q47536,yaiP,GO:0006974,PMID:11967071,IEP,,P,,,20100722,EcoliWiki
298,P37610,tauD,GO:0005737,PMID:16165092,IDA,,C,,,20090602,EcoliWiki
299,P37610,tauD,GO:0000908,PMID:16165092,IDA,,F,,,20090602,EcoliWiki
300,P37610,tauD,GO:0006790,PMID:8808933,IMP,,P,,,20090602,EcoliWiki
301,P37610,tauD,GO:0000908,PMID:9287300,IDA,,F,,,20090602,EcoliWiki
302,P0ACB2,hemB,GO:0004655,PMID:3276659,IMP,,F,,,20090506,EcoliWiki
303,P0ACB2,hemB,GO:0006783,PMID:3276659,IMP,,P,,,20090506,EcoliWiki
304,P0A6J8,ddlA,GO:0008716,PMID:1993184,IDA,,F,,,20130725,EcoliWiki
305,P00634,phoA,GO:0030613,PMID:15148399,IDA,,F,,,20100227,EcoliWiki
306,P0A6E1,aroL,GO:0009073,PMID:15575692,IMP,,P,,,20110715,EcoliWiki
307,P0AD99,brnQ,GO:0015803,PMID:4590465,IMP,,P,,,20090731,EcoliWiki
308,P0AD99,brnQ,GO:0015829,PMID:4590465,IMP,,P,,,20090731,EcoliWiki
309,P0AD99,brnQ,GO:0015818,PMID:4590465,IMP,,P,,,20090731,EcoliWiki
310,P0AD99,brnQ,GO:0015820,PMID:4590465,IMP,,P,,,20090731,EcoliWiki
311,P0AG90,secD,GO:0015031,PMID:3029032,IMP,,P,,,20081201,EcoliWiki
312,P77735,yajO,GO:0006772,PMID:15292217,EXP,,P,,,20090626,EcoliWiki
313,P0A8G9,xseB,GO:0008855,PMID:6350262,IMP,,F,,,20110705,EcoliWiki
314,P0A8E7,yajQ,GO:0005524,PMID:12381839,IDA,,F,,,20100802,EcoliWiki
315,P0A8E7,yajQ,GO:0000049,PMID:12381839,IDA,,F,,,20100802,EcoliWiki
316,P0AEA5,cyoE,GO:0008495,PMID:8253713,IDA,,F,,,20100621,EcoliWiki
317,P0AEA5,cyoE,GO:0048034,PMID:8253713,IDA,,P,,,20100621,EcoliWiki
318,P0AEA5,cyoE,GO:0005886,PMID:8253713,IDA,,C,,,20100621,EcoliWiki
319,P0ABI8,cyoB,GO:0005887,PMID:2162836,IDA,,C,,,20110815,EcoliWiki
320,P0ABJ1,cyoA,GO:0005887,PMID:2162836,IDA,,C,,,20110815,EcoliWiki
321,P0A6G7,clpP,GO:0009408,PMID:8349564,IEP,,P,,,20091120,EcoliWiki
322,P0A9M0,lon,GO:0004176,PMID:6458036,IDA,,F,,,20090505,EcoliWiki
323,P0A9M0,lon,GO:0016887,PMID:6458036,IDA,,F,,,20090225,EcoliWiki
324,P0A9M0,lon,GO:0008233,PMID:9720920,IDA,,F,,,20090202,EcoliWiki
325,P0A9M0,lon,GO:0006508,PMID:6458036,IDA,,P,,,20090202,EcoliWiki
326,P0A9M0,lon,GO:0004176,PMID:9720920,IDA,,F,,,20090202,EcoliWiki
327,P0A9M0,lon,GO:0005737,PMID:8995294,IDA,,C,,,20090202,EcoliWiki
328,P0A9M0,lon,GO:0003677,PMID:8995294,IDA,,F,,,20090202,EcoliWiki
329,P0A9M0,lon,GO:0004252,PMID:15606774,IMP,,F,,,20090202,EcoliWiki
330,P0A9M0,lon,GO:0009408,PMID:8349564,IEP,,P,,,20091120,EcoliWiki
331,P0ACF4,hupB,GO:0003677,PMID:10551881,IDA,,F,,,20100507,EcoliWiki
332,P46891,cof,GO:0017110,PMID:15292217,IDA,,F,,,20090602,EcoliWiki
333,P46891,cof,GO:0009228,PMID:15292217,IMP,,P,,,20090602,EcoliWiki
334,P0AGG2,tesB,GO:0047617,PMID:2869026,IDA,,F,,,20120612,EcoliWiki
335,P0AE06,acrA,GO:0015238,PMID:8407802,IMP,,F,,,20120612,EcoliWiki
336,P06710,dnaX,GO:0006260,PMID:391641,IMP,,P,,,20090626,EcoliWiki
337,P06710,dnaX,GO:0017111,PMID:11029431,IDA,,F,,,20110815,EcoliWiki
338,P06710,dnaX,GO:0043846,PMID:8376347,IDA,,C,,,20090626,EcoliWiki
339,P06710,dnaX,GO:0016887,PMID:2681183,IDA,,F,,,20090626,EcoliWiki
340,P06710,dnaX,GO:0030337,PMID:11525729,IDA,,F,,,20090626,EcoliWiki
341,P06710,dnaX,GO:0030337,PMID:7494000,IDA,,F,,,20090626,EcoliWiki
342,P0A8B5,ybaB,GO:0003677,PMID:19594923,IDA,,F,,,20110807,EcoliWiki
343,P0A7H6,recR,GO:0000731,PMID:9108043,IMP,,P,,,20100503,EcoliWiki
344,P0A7H6,recR,GO:0009411,PMID:9108043,IMP,,P,,,20100408,EcoliWiki
345,P0A6Z3,htpG,GO:0009408,PMID:8349564,IEP,,P,,,20091120,EcoliWiki
346,P0A6Z3,htpG,GO:0006974,PMID:11967071,IEP,,P,,,20110815,EcoliWiki
347,P69441,adk,GO:0006412,PMID:166976,IMP,,P,,,20110613,EcoliWiki
348,P69441,adk,GO:0006172,PMID:166976,IMP,,P,,,20110613,EcoliWiki
349,P69441,adk,GO:0008654,PMID:166976,IMP,,P,,,20110613,EcoliWiki
350,P69441,adk,GO:0032774,PMID:166976,IMP,,P,,,20110613,EcoliWiki
351,P69441,adk,GO:0004017,PMID:166976,IMP,,F,,,20110613,EcoliWiki
352,P69441,adk,GO:0000287,PMID:19029291,IDA,,F,,,20110613,EcoliWiki
353,P23871,hemH,GO:0004325,PMID:1397280,IMP,,F,,,20100108,EcoliWiki
354,P23871,hemH,GO:0009416,PMID:2051480,IMP,,P,,,20100108,EcoliWiki
355,P23871,hemH,GO:0004325,PMID:8458858,IMP,,F,,,20100108,EcoliWiki
356,P23871,hemH,GO:0004325,PMID:8458858,IDA,,F,,,20100108,EcoliWiki
357,P23871,hemH,GO:0006783,PMID:8458858,IDA,,P,,,20100108,EcoliWiki
358,P23871,hemH,GO:0009416,PMID:1835790,IMP,,P,,,20100108,EcoliWiki
359,P23871,hemH,GO:0006783,PMID:1835790,IMP,,P,,,20100108,EcoliWiki
360,P23871,hemH,GO:0046501,PMID:1397280,IMP,,P,,,20100108,EcoliWiki
361,P23872,aes,GO:0034338,PMID:9576853,IDA,,F,,,20110621,EcoliWiki
362,P23872,aes,GO:0005737,PMID:9576853,NAS,,C,,,20110621,EcoliWiki
363,P23872,aes,GO:0016787,PMID:9576853,IDA,,F,,,20110715,EcoliWiki
364,P52067,fsr,GO:0006974,PMID:11967071,IEP,,P,,,20110815,EcoliWiki
365,Q59385,copA,GO:0031224,PMID:12351646,IDA,,C,,,20080801,EcoliWiki
366,Q59385,copA,GO:0015662,PMID:11167016,IDA,,F,,,20100621,EcoliWiki
367,Q59385,copA,GO:0015662,PMID:12351646,IDA,,F,,,20110815,EcoliWiki
368,Q59385,copA,GO:0006825,PMID:10639134,IMP,,P,,,20081115,EcoliWiki
369,Q59385,copA,GO:0010273,PMID:10639134,IMP,,P,,,20081115,EcoliWiki
370,Q59385,copA,GO:0016887,PMID:12351646,IDA,,F,,,20081115,EcoliWiki
371,P77454,ybaS,GO:0004359,PMID:18459799,IDA,,F,,,20110607,EcoliWiki
372,P77454,ybaS,GO:0045926,PMID:18459799,IMP,,P,,,20110607,EcoliWiki
373,P0ACN4,allR,GO:0006974,PMID:11967071,IEP,,P,,,20100722,EcoliWiki
374,P77161,glxR,GO:0006974,PMID:11967071,IEP,,P,,,20100722,EcoliWiki
375,P77671,allB,GO:0004038,PMID:11092864,IDA,,F,,,20100621,EcoliWiki
376,P77671,allB,GO:0005737,PMID:19248789,IDA,,C,,,20090511,EcoliWiki
377,P09029,purK,GO:0004638,PMID:8117684,IDA,,F,,,20110715,EcoliWiki
378,P43341,lpxH,GO:0008758,PMID:12000771,IMP,,F,,,20081027,EcoliWiki
379,P43341,lpxH,GO:0009245,PMID:12000771,IMP,,P,,,20081027,EcoliWiki
380,P21888,cysS,GO:0008270,PMID:12662918,IPI,CHEBI:29105,F,,,20090210,EcoliWiki
381,P21888,cysS,GO:0046872,PMID:12662918,IPI,CHEBI:29105|CHEBI:48828,F,,,20090210,EcoliWiki
382,P21888,cysS,GO:0005524,PMID:12032090,IPI,CHEBI:15422,F,,,20090210,EcoliWiki
383,P21888,cysS,GO:0004812,PMID:12662918,IDA,,F,,,20090210,EcoliWiki
384,P21888,cysS,GO:0016874,PMID:12662918,IDA,,F,,,20090210,EcoliWiki
385,P21888,cysS,GO:0004817,PMID:12662918,IDA,,F,,,20090210,EcoliWiki
386,P21888,cysS,GO:0006423,PMID:12662918,IDA,,P,,,20090210,EcoliWiki
387,P23895,emrE,GO:0006805,PMID:1320256,IMP,,P,,,20081201,EcoliWiki
388,P23895,emrE,GO:0016020,PMID:12356478,IDA,,C,,,20081201,EcoliWiki
389,P23895,emrE,GO:0006810,PMID:12356478,IDA,,P,,,20081201,EcoliWiki
390,P23895,emrE,GO:0042493,PMID:7896833,IMP,,P,,,20081201,EcoliWiki
391,P23895,emrE,GO:0015297,PMID:7896833,IDA,,F,,,20081201,EcoliWiki
392,P23895,emrE,GO:0016021,PMID:9688273,IDA,,C,,,20081201,EcoliWiki
393,P23895,emrE,GO:0006974,PMID:11967071,IEP,,P,,,20110815,EcoliWiki
394,P09169,ompT,GO:0031230,PMID:6337119,IDA,,C,,,20100724,EcoliWiki
395,P09169,ompT,GO:0004175,PMID:3277950,IMP,,F,,,20110815,EcoliWiki
396,P09169,ompT,GO:0006508,PMID:3277950,IMP,,P,,,20110815,EcoliWiki
397,P09169,ompT,GO:0031230,PMID:10692590,IDA,,C,,,20100724,EcoliWiki
398,P09169,ompT,GO:0004252,PMID:10692590,IMP,,F,,,20100724,EcoliWiki
399,P77485,cusS,GO:0016020,PMID:11283292,NAS,,C,,,20110527,EcoliWiki
400,P77485,cusS,GO:0016310,PMID:15522865,IDA,,P,,,20110524,EcoliWiki
401,P77485,cusS,GO:0000155,PMID:15522865,IDA,,F,,,20110524,EcoliWiki
402,P77485,cusS,GO:0016020,PMID:11283292,TAS,,C,,,20110527,EcoliWiki
403,P77211,cusC,GO:0046688,PMID:12813074,IMP,,P,,,20080908,EcoliWiki
404,P77214,cusF,GO:0042597,PMID:12813074,IMP,,C,,,20080908,EcoliWiki
405,P77214,cusF,GO:0005507,PMID:12813074,IDA,,F,,,20080908,EcoliWiki
406,P77214,cusF,GO:0016530,PMID:18847219,IDA,,F,,,20081117,EcoliWiki
407,P77239,cusB,GO:0046688,PMID:12813074,IMP,,P,,,20080908,EcoliWiki
408,P38054,cusA,GO:0046688,PMID:12813074,IMP,,P,,,20080908,EcoliWiki
409,P38054,cusA,GO:0010272,PMID:11283292,IMP,,P,,,20080911,EcoliWiki
410,P24207,pheP,GO:0015823,PMID:14702302,IGI,EcoliWiki:aroP|EcoliWiki:livHMGF,P,,,20130611,EcoliWiki
411,P0AAT4,ybdG,GO:0006970,PMID:20616037,IGI,EcoliWiki:kefA|EcoliWiki:mscL|EcoliWiki:mscS,P,,,20111021,EcoliWiki
412,P77091,hokE,GO:0006974,PMID:10760155,IEP,,P,,,20090911,EcoliWiki
413,P19925,entD,GO:0031226,PMID:2526281,IDA,,C,,,20110627,EcoliWiki
414,P19925,entD,GO:0005887,PMID:2526281,ISM,PMID:3838905,C,,,20110629,EcoliWiki
415,P13039,fes,GO:0008849,PMID:150859,IDA,,F,,,20080722,EcoliWiki
416,P24077,entS,GO:0042930,PMID:16166532,IMP,,P,,,20130224,EcoliWiki
417,P0AEL6,fepB,GO:0006974,PMID:11967071,IEP,,P,,,20100721,EcoliWiki
418,P0AEJ2,entC,GO:0009239,PMID:9795253,IMP,,P,,,20110705,EcoliWiki
419,P0AEJ2,entC,GO:0008909,PMID:2684979,IDA,,F,,,20081201,EcoliWiki
420,P0ADI4,entB,GO:0016765,PMID:9214294,IMP,,F,,,20110624,EcoliWiki
421,P77202,dsbG,GO:0003756,PMID:9383195,IMP,,F,,,20100621,EcoliWiki
422,P0AE08,ahpC,GO:0004601,PMID:11717276,IGI,EcoliWiki:katG,F,,,20081028,EcoliWiki
423,P0AE08,ahpC,GO:0005737,PMID:7499381,IDA,,C,,,20081028,EcoliWiki
424,P0AE08,ahpC,GO:0009970,PMID:8774726,IDA,,P,,,20110615,EcoliWiki
425,P0AE08,ahpC,GO:0032843,PMID:7644465,IDA,,F,,,20110815,EcoliWiki
426,P0AE08,ahpC,GO:0016684,PMID:7644465,IMP,,F,,,20081028,EcoliWiki
427,P35340,ahpF,GO:0050660,PMID:11243797,ISM,UniProtKB:Q39243,F,,,20110815,EcoliWiki
428,P35340,ahpF,GO:0070402,PMID:11243797,ISM,UniProtKB:Q39243,F,,,20110815,EcoliWiki
429,P35340,ahpF,GO:0008785,PMID:11717276,IGI,EcoliWiki:ahpC|EcoliWiki:katE|EcoliWiki:katG,F,,,20110815,EcoliWiki
430,P39177,uspG,GO:0005737,PMID:16460009,IDA,,C,,,20100802,EcoliWiki
431,P39177,uspG,GO:0046777,PMID:16460009,IDA,,P,,,20100802,EcoliWiki
432,P39177,uspG,GO:0005515,PMID:16460009,IPI,EcoliWiki:uspG,F,,,20100802,EcoliWiki
433,P39177,uspG,GO:0004017,PMID:16460009,IDA,,F,,,20100802,EcoliWiki
434,P39177,uspG,GO:0018117,PMID:16460009,IDA,,P,,,20100802,EcoliWiki
435,P0ABP3,dcuC,GO:0015740,PMID:8955408,IGI,EcoliWiki:dcuA|EcoliWiki:dcuB,P,,,20081117,EcoliWiki
436,P0A972,cspE,GO:0003723,PMID:10476034,IDA,,F,,,20101029,EcoliWiki
437,P0A972,cspE,GO:0003697,PMID:17088256,IDA,,F,,,20101105,EcoliWiki
438,P0A972,cspE,GO:0001072,PMID:10884409,IDA,,F,,,20120613,EcoliWiki
439,P0A972,cspE,GO:0060567,PMID:10884409,IDA,,P,,,20090812,EcoliWiki
440,P0A843,tatE,GO:0008565,PMID:9649434,IGI,EcoliWiki:tatA,F,,,20081117,EcoliWiki
441,P60716,lipA,GO:0016992,PMID:15157071,IDA,,F,,,20091009,EcoliWiki
442,P60716,lipA,GO:0005737,PMID:15157071,IDA,,C,,,20091009,EcoliWiki
443,P60716,lipA,GO:0051539,PMID:10747808,IDA,,F,,,20091009,EcoliWiki
444,P60716,lipA,GO:0009249,PMID:15157071,IDA,,P,,,20091009,EcoliWiki
445,P60716,lipA,GO:0009107,PMID:8444795,IMP,,P,,,20091009,EcoliWiki
446,P60720,lipB,GO:0016740,PMID:12591875,IDA,,F,,,20100503,EcoliWiki
447,P60720,lipB,GO:0006464,PMID:15642479,IDA,,P,,,20100503,EcoliWiki
448,P60720,lipB,GO:0003824,PMID:15642479,IDA,,F,,,20100503,EcoliWiki
449,P60720,lipB,GO:0009107,PMID:8444795,IMP,,P,,,20091009,EcoliWiki
450,P60720,lipB,GO:0009106,PMID:1655709,IMP,,P,,,20120612,EcoliWiki
451,P60720,lipB,GO:0010629,PMID:11072067,IMP,,P,,,20141106,EcoliWiki
452,P0AEB2,dacA,GO:0009002,PMID:368033,IMP,,F,,,20100621,EcoliWiki
453,P0AEB2,dacA,GO:0009002,PMID:1740130,IDA,,F,,,20100621,EcoliWiki
454,P0AEB2,dacA,GO:0005887,PMID:319999,IDA,,C,,,20080829,EcoliWiki
455,P0ABG7,mrdB,GO:0008360,PMID:6451612,IMP,,P,,,20110815,EcoliWiki
456,P0AD65,mrdA,GO:0071972,PMID:6297485,IDA,,F,,,20101025,EcoliWiki
457,P0AD65,mrdA,GO:0046677,PMID:1103132,IMP,,P,,,20101025,EcoliWiki
458,P0AD65,mrdA,GO:0005887,PMID:1103132,IDA,,C,,,20101025,EcoliWiki
459,P0AD65,mrdA,GO:0008658,PMID:1103132,IMP,,F,,,20101025,EcoliWiki
460,P0AD65,mrdA,GO:0008360,PMID:1103132,IMP,,P,,,20101025,EcoliWiki
461,P0ADC1,lptE,GO:0005515,PMID:16861298,IPI,EcoliWiki:imp,F,,,20100621,EcoliWiki
462,P0ADC1,lptE,GO:0043165,PMID:16861298,IGI,EcoliWiki:imp,P,,,20100413,EcoliWiki
463,P0ADC1,lptE,GO:0015920,PMID:16861298,IMP,,P,,,20100413,EcoliWiki
464,P41409,rihA,GO:0047405,PMID:16411753,IDA,,F,,,20110815,EcoliWiki
465,P41409,rihA,GO:0005509,PMID:16411753,IDA,,F,,,20110815,EcoliWiki
466,P41409,rihA,GO:0005515,PMID:16411753,IPI,EcoliWiki:rihA,F,,,20110815,EcoliWiki
467,P0A898,ybeY,GO:0006412,PMID:19181801,IMP,,P,,,20100815,EcoliWiki
468,P0A898,ybeY,GO:0016151,PMID:16511207,IDA,,F,,,20100815,EcoliWiki
469,P75728,ubiF,GO:0008682,PMID:10802164,IMP,,F,,,20110816,EcoliWiki
470,P22106,asnB,GO:0005737,PMID:6102982,IDA,,C,,,20090119,EcoliWiki
471,P22106,asnB,GO:0008652,PMID:6102982,IMP,,P,,,20100621,EcoliWiki
472,P22106,asnB,GO:0006529,PMID:6102982,IMP,,P,,,20090121,EcoliWiki
473,P22106,asnB,GO:0009063,PMID:6102982,IMP,,P,,,20100621,EcoliWiki
474,P22106,asnB,GO:0004066,PMID:6102982,IMP,,F,,,20090121,EcoliWiki
475,P22106,asnB,GO:0005524,PMID:8691431,IDA,,F,,,20090121,EcoliWiki
476,P22106,asnB,GO:0006541,PMID:6102982,IMP,,P,,,20090121,EcoliWiki
477,P22106,asnB,GO:0016597,PMID:8691431,IDA,,F,,,20090121,EcoliWiki
478,P22106,asnB,GO:0005737,PMID:4895361,IDA,,C,,,20090423,EcoliWiki
479,P09323,nagE,GO:0006974,PMID:11967071,IEP,,P,,,20110815,EcoliWiki
480,P0A9A9,fur,GO:0008270,PMID:11985624,IDA,,F,,,20091030,EcoliWiki
481,P61949,fldA,GO:0005737,PMID:10978155,IDA,,C,,,20090216,EcoliWiki
482,P0AAU7,ybfE,GO:0006974,PMID:10760155,IEP,,P,,,20090911,EcoliWiki
483,P75736,ybfF,GO:0016290,PMID:18215690,ISS,UniProtKB:Q5PCI8|UniProtKB:Q324L9,F,,,20110816,EcoliWiki
484,P36938,pgm,GO:0004614,PMID:8083177,IMP,,F,,,20080731,EcoliWiki
485,P03960,kdpB,GO:0008556,PMID:17994765,IMP,,F,,,20100506,EcoliWiki
486,P03960,kdpB,GO:0016021,PMID:17994765,IDA,,C,,,20100506,EcoliWiki
487,P03960,kdpB,GO:0006813,PMID:17994765,IMP,,P,,,20100503,EcoliWiki
488,P50465,nei,GO:0003906,PMID:10862773,IDA,,F,,,20091211,EcoliWiki
489,P50465,nei,GO:0008270,PMID:16145054,IDA,,F,,,20091211,EcoliWiki
490,P50465,nei,GO:0003684,PMID:17002303,IDA,,F,,,20091211,EcoliWiki
491,P50465,nei,GO:0003684,PMID:10862773,IDA,,F,,,20110815,EcoliWiki
492,P50465,nei,GO:0006284,PMID:17002303,IDA,,P,,,20091211,EcoliWiki
493,P50465,nei,GO:0003906,PMID:17002303,IDA,,F,,,20091211,EcoliWiki
494,P69054,sdhC,GO:0008177,PMID:9822661,IMP,,F,,,20100409,EcoliWiki
495,P69054,sdhC,GO:0048039,PMID:9822661,IDA,,F,,,20100409,EcoliWiki
496,P0AC41,sdhA,GO:0045282,PMID:16079137,IDA,,C,,,20090407,EcoliWiki
497,P0AC41,sdhA,GO:0005886,PMID:16079137,IDA,,C,,,20090407,EcoliWiki
498,P0AC41,sdhA,GO:0000104,PMID:6383359,IMP,,F,,,20110816,EcoliWiki
499,P0AC41,sdhA,GO:0009055,PMID:15543598,IGI,EcoliWiki:sdhB,F,,,20090407,EcoliWiki
500,P0AC41,sdhA,GO:0055114,PMID:15543598,IGI,EcoliWiki:sdhB,P,,,20090407,EcoliWiki
501,P0AC41,sdhA,GO:0009060,PMID:15543598,IGI,EcoliWiki:sdhB,P,,,20090407,EcoliWiki
502,P0AC41,sdhA,GO:0006099,PMID:15543598,IGI,EcoliWiki:sdhB,P,,,20090407,EcoliWiki
503,P0AC41,sdhA,GO:0050660,PMID:12560550,IDA,,F,,,20100409,EcoliWiki
504,P0AFG6,sucB,GO:0045252,PMID:5335914,IDA,,C,,,20091027,EcoliWiki
505,P0AFG6,sucB,GO:0006099,PMID:6284701,IMP,,P,,,20091027,EcoliWiki
506,P0AFG6,sucB,GO:0004149,PMID:6284701,IMP,,F,,,20091027,EcoliWiki
507,P0AFG6,sucB,GO:0004149,PMID:5335914,IDA,,F,,,20091027,EcoliWiki
508,P0AFG6,sucB,GO:0031405,PMID:1854331,IDA,,F,,,20091027,EcoliWiki
509,P0A836,sucC,GO:0004775,PMID:3543212,IMP,,F,,,20110524,EcoliWiki
510,P0A836,sucC,GO:0006099,PMID:3543212,IMP,,P,,,20110524,EcoliWiki
511,P54746,mngB,GO:0004559,PMID:14645248,IMP,,F,,,20110519,EcoliWiki
512,P0ABU9,tolQ,GO:0005886,PMID:8331075,IDA,,C,,,20090517,EcoliWiki
513,P0ABU9,tolQ,GO:0016021,PMID:8331075,IDA,,C,,,20090517,EcoliWiki
514,P0ABU9,tolQ,GO:0017038,PMID:2651401,IMP,,P,,,20090517,EcoliWiki
515,P0ABU9,tolQ,GO:0043213,PMID:2651401,IMP,,P,,,20090517,EcoliWiki
516,P0ABV6,tolR,GO:0005886,PMID:8331075,IDA,,C,,,20090517,EcoliWiki
517,P0ABV6,tolR,GO:0016021,PMID:8331075,IDA,,C,,,20090517,EcoliWiki
518,P0ABV6,tolR,GO:0043213,PMID:17442676,IMP,,P,,,20090518,EcoliWiki
519,P19934,tolA,GO:0005886,PMID:2687247,IDA,,C,,,20090517,EcoliWiki
520,P19934,tolA,GO:0016021,PMID:2687247,IDA,,C,,,20090517,EcoliWiki
521,P19934,tolA,GO:0017038,PMID:8416897,IMP,,P,,,20090517,EcoliWiki
522,P19934,tolA,GO:0043213,PMID:8416897,IMP,,P,,,20090517,EcoliWiki
523,P0A855,tolB,GO:0030288,PMID:2687247,IDA,,C,,,20100621,EcoliWiki
524,P0A855,tolB,GO:0005515,PMID:9701827,IPI,EcoliWiki:pal,F,,,20101014,EcoliWiki
525,P0A855,tolB,GO:0043213,PMID:9701827,IMP,,P,,,20090517,EcoliWiki
526,P0A855,tolB,GO:0017038,PMID:9701827,IMP,,P,,,20090517,EcoliWiki
527,P0A855,tolB,GO:0015031,PMID:9701827,IMP,,P,,,20090517,EcoliWiki
528,P0A855,tolB,GO:0042597,PMID:7929011,IDA,,C,,,20090517,EcoliWiki
529,P0A855,tolB,GO:0030288,PMID:7929011,IDA,,C,,,20090517,EcoliWiki
530,P0A855,tolB,GO:0005515,PMID:9701827,IPI,EcoliWiki:lpp,F,,,20101014,EcoliWiki
531,P0A855,tolB,GO:0005515,PMID:9701827,IPI,EcoliWiki:ompA,F,,,20101014,EcoliWiki
532,P0A912,pal,GO:0005515,PMID:9701827,IPI,EcoliWiki:TolB,F,,,20101014,EcoliWiki
533,P11458,nadA,GO:0008987,PMID:2841129,IMP,,F,,,20100621,EcoliWiki
534,P0A6T3,galK,GO:0004335,PMID:13977183,IDA,,F,,,20110815,EcoliWiki
535,P0A6T3,galK,GO:0004335,PMID:13390972,IMP,,F,,,20080718,EcoliWiki
536,P0A6T3,galK,GO:0005737,PMID:4889465,IDA,,C,,,20090423,EcoliWiki
537,P0A6T3,galK,GO:0033499,PMID:16590575,IMP,,P,,,20081115,EcoliWiki
538,P09147,galE,GO:0006012,PMID:7025059,IMP,,P,,,20090203,EcoliWiki
539,P09147,galE,GO:0005975,PMID:7025059,IMP,,P,,,20090204,EcoliWiki
540,P09147,galE,GO:0016857,PMID:1821806,IDA,,F,,,20090204,EcoliWiki
541,P09147,galE,GO:0006012,PMID:1821806,IDA,,P,,,20090204,EcoliWiki
542,P09147,galE,GO:0005737,PMID:1821806,IDA,,C,,,20090204,EcoliWiki
543,P21829,ybhA,GO:0050308,PMID:16990279,IDA,,F,,,20090519,EcoliWiki
544,P21829,ybhA,GO:0050308,PMID:16889420,IDA,,F,,,20090618,EcoliWiki
545,P21829,ybhA,GO:0016773,PMID:16889420,IDA,,F,,,20090708,EcoliWiki
546,P21829,ybhA,GO:0033883,PMID:16990279,IDA,,F,,,20090707,EcoliWiki
547,P21829,ybhA,GO:0016791,PMID:16990279,IDA,,F,,,20110816,EcoliWiki
548,P21829,ybhA,GO:0000287,PMID:16990279,IDA,,F,,,20090708,EcoliWiki
549,P52697,pgl,GO:0017057,PMID:15576773,IMP,,F,,,20100621,EcoliWiki
550,P52697,pgl,GO:0017057,PMID:15766779,IDA,,F,,,20100621,EcoliWiki
551,P0AA84,clsB,GO:0004630,PMID:10634942,IDA,,F,,,20081028,EcoliWiki
552,P0AFP9,ybhR,GO:0006974,PMID:11967071,IEP,,P,,,20100722,EcoliWiki
553,P27296,dinG,GO:0016887,PMID:12748189,IDA,,F,,,20110524,EcoliWiki
554,P27296,dinG,GO:0003678,PMID:12748189,IDA,,F,,,20110524,EcoliWiki
555,P0AAX3,ybiJ,GO:0006974,PMID:11967071,IEP,,P,,,20100722,EcoliWiki
556,P75779,ybiX,GO:0006974,PMID:11967071,IEP,,P,,,20100722,EcoliWiki
557,P75780,fiu,GO:0015891,PMID:2407721,IMP,,P,,,20120612,EcoliWiki
558,P75780,fiu,GO:0042884,PMID:15980406,IMP,,P,,,20100419,EcoliWiki
559,P0ABT2,dps,GO:0003677,PMID:10551881,IDA,,F,,,20100507,EcoliWiki
560,P37595,iaaA,GO:0016787,PMID:15265041,IDA,,F,,,20080923,EcoliWiki
561,P37595,iaaA,GO:0004067,PMID:15265041,IDA,,F,,,20111024,EcoliWiki
562,P37595,iaaA,GO:0008798,PMID:15265041,IDA,,F,,,20111024,EcoliWiki
563,P75797,gsiB,GO:0006974,PMID:11967071,IEP,,P,,,20100722,EcoliWiki
564,P08506,dacC,GO:0005887,PMID:319999,IDA,,C,,,20080829,EcoliWiki
565,P30860,artJ,GO:0016597,PMID:8801422,IDA,,F,,,20110815,EcoliWiki
566,P30860,artJ,GO:0042597,PMID:8801422,IDA,,C,,,20110815,EcoliWiki
567,P30860,artJ,GO:0034618,PMID:8801422,IDA,,F,,,20110815,EcoliWiki
568,P30860,artJ,GO:0015809,PMID:8801422,IMP,,P,,,20100507,EcoliWiki
569,P30859,artI,GO:0042597,PMID:8801422,IDA,,C,,,20100507,EcoliWiki
570,P75820,amiD,GO:0008745,PMID:17526703,IDA,,F,,,20081124,EcoliWiki
571,P75820,amiD,GO:0019867,PMID:17526703,IDA,,C,,,20081124,EcoliWiki
